Name,Ticker,"Sub-Sector","Market Cap","Close Price","Interest Coverage Ratio","Quick Ratio","Asset Turnover Ratio","Cash Conversion Cycle","Days of Inventory Outstanding","Days Payable Outstanding","Days of Sales Outstanding","Debt to Equity","Earning Power","Inventory Turnover Ratio","Long Term Debt to Equity","Net Income / Liabilities","Current Ratio","Working Capital Turnover Ratio"
Industrial Investment Trust Ltd,IITL,"Asset Management","241.258785","105.45",,"7.4743150684931505","0.06942294936988724","477.3600958622",,,"10.229299363057324","0","14.9390418407647",,"0","128.24536376604897","7.5713470319634695","0.21600550332492552"
Panchmahal Steel Ltd,PANCHMAHQ,"Iron & Steel","241.24547020500003","126.05","1.2683615819209035","0.4226867506916692","1.7014738815686685","111.6339934914",,,"27.699928578716452","17.635658914728683","3.006662872066159","0","0","0.9876721216927375","1.6965109130033815","8.021771157308889"
Mangalam Seeds Ltd,MSL,"Seeds","241.12426968000003","230.55","9.718954248366012","1.0197498354180383","1.079042904290429","259.1761669598",,,"59.08434011316715","39.33920704845814","22.072138934243725","0","12.621145374449336","50.386891215293595","2.248847926267281","3.6735955056179774"
Kaira Can Co Ltd,KAIRA,"Packaging","240.930299575","2649","58.20000000000002","1.1375133594584963","2.2896322273176875","70.0907216366","83.00036337209302","39.73619186046511","24.139339433688097","0","10.269984118581265","4.397571108980505","0","27.4028629856851","2.7474171713573208","5.537842540234885"
Alpine Housing Development Corporation Limited,ALPINEHOU,"Real Estate","240.7743822","137.65","2.2811059907834084","1.2129158512720155","0.30124386555140586","1201.6801636635",,,"224.75922131147541","60.07340946166394","3.1384732437230514","0","42.94453507340946","2.8279467680608326","2.7669275929549904","0.5958485958485958"
Rachana Infrastructure Ltd,RILINFRA,"Construction & Engineering","240.19055","122.65","2.0777385159010606","1.6167664670658686","0.6638847895781386",,,,"113.05879196688639","57.835671342685366","5.662012518054889","0","43.40681362725451","4.2075996292863795","1.756381972896313","2.7373059169114566"
Indo Thai Securities Ltd,INDOTHAI,"Investment Banking & Brokerage","240","239.05",,"1.6905890318212595","0.08894893272088626","-5462.4983948249",,,"137.04131227217496","2.3329129886506936",,,"0",,"2.153915594673889","0.17704635904055074"
Commercial Syn Bags Ltd,COMSYN,"Packaging","239.9529132","59.88","2.5423452768729673","0.7819519243399449","1.3953566219544271","136.8846435657",,,"35.65689365639672","79.3925631564008","7.046767786204415","0","32.661557384804624","6.993006993007011","1.5610140549060818","8.447886508396063"
Ginni Filaments Ltd,GINNIFILA,"Textiles","239.391931675","28.2","-0.1324823943661974","0.59044051374493","1.4069744358912146","132.8761720772",,,"47.50279571915303","111.88548392607015",,"0","30.159543575552586",,"1.317203695358269","12.423813542816342"
RPP Infra Projects Ltd,RPPINFRA,"Construction & Engineering","238.93626015","64","4.128185907046483","1.5593250579868994","1.5272714244769277","80.8312972635",,,"63.875770598556855","27.886529036090902","7.228551926913797","0","9.457893955146298","6.811072696911985","1.6063008181887701","4.992060332107641"
Riddhi Corporate Services Ltd,RIDDHICORP,"IT Services & Consulting","238.348695","200.8","2.287209302325582","0.7684273950592491","1.588383639372685","-150.3355364057",,,"18.924584470354752","414.4117647058824","9.711182424092819",,"347.3235294117647","4.995550281815488","0.7684273950592491","-24.898085237801133"
Par Drugs and Chemicals Ltd,PAR,"Pharmaceuticals","238.27927614","196.4","117.07692307692298","2.61507402422611","1.2379417075058035","42.7247168349",,,"58.78633190957392","0","19.3392630241423","0","0","60.223048327137505","2.932032301480484","3.5611203858282323"
Manomay Tex India Ltd,MANOMAY,"Textiles","238.243302","133.95","2.1249999999999987","0.9099792353731525","2.668664007785814","71.1223281342",,,"52.00191639374741","205.02607184241026","9.836436514093606","0","103.53418308227114","5.38864846870838","1.417307927201661","11.251589025665783"
Indian Terrain Fashions Ltd,INDTERRAIN,"Apparel & Accessories","238.067806875","53.45","1.479014598540146","1.2322700224368355","1.079253085498689","144.1625314614",,,"162.35438762813294","55.625095405281634","6.8587627993568585","0","24.86134432402178","2.5674452290421863","1.6354501999804896","3.833793965092947"
MEP Infrastructure Developers Ltd,MEP,"Roads","237.56263604499998","12.45","-2.3619447779111646","0.4910514541387024","0.07379071392178814","-1041.1267742959",,,"41.1591265899843",,,"0",,,"0.4928252354785227","-0.2890951362065931"
K M Sugar Mills Ltd,KMSUGAR,"Sugar","237.3604386","26.6","3.2620938628158807","0.09255504469257796","0.9263295794433088","208.6368489593",,,"10.721941079248243","88.84308984978796","7.031578292064173","0","10.34441758154651","5.947926810517128","1.1873375788902534","8.608580858085803"
Priti International Ltd,PRITI,"Home Furnishing","236.79171464","213.95","318.9999999999997","2.561919504643963","3.3550167553715746","65.5494311754",,,"19.579612220916566","0","33.54363827549945","0","0","109.38461538461526","3.575851393188855","6.802557953637089"
ICICI Prudential Nifty Low Vol 30 ETF,ICICILOVOL,"Equity","235.24006723000002","162.26",,,,,,,,,,,,,,
Super House Ltd,SUPERHOUSE,"Footwear","234.226125","212.65","3.6140845070422563","0.7752308463875861","1.0660727033111856","182.2356963151",,,"67.36733327324","37.64461933598813","6.52951130450272","0","2.549541695138907","7.3483046628685305","1.5329380181136976","4.533259391144451"
Murudeshwar Ceramics Ltd,MURUDCERA,"Building Products - Ceramics","233.665803","40.25","1.5516467065868251","0.46129910540645674","0.3659365240145184","401.9752344135",,,"56.55700363300847","24.357729319325507","4.357330530740932","0","5.197021865159943","5.038987788730313","1.5517308440295605","3.3074575624642373"
Aaron Industries Ltd,AARON,"Heavy Electrical Equipments","233.62202114000002","231.05","8.356435643564353","0.9335180055401664","2.172949863972017","90.9937593824",,,"13.64424968699696","57.58338577721838","28.407943453382682","0","36.312146003775965","39.07380607814758","1.9182825484764545","11.193193193193192"
Shri Bajrang Alliance Ltd,SHBAJRG,"Iron & Steel","233.595","253","4.1600000000000446","0.7333546734955186","2.091638622831996","47.7833938927",,,"15.105245620715916","18.401206636500756","3.384070284536715","0","7.52373347529057","66.79695133867513","1.5204865556978233","32.300123001230006"
Raj Television Network Ltd,RAJTV,"TV Channels & Broadcasters","232.57178111999997","44.85","1.5357142857142874","2.08732585796806","0.44031638883879115","143.661781711",,,"253.12931538911644","17.02545403548138","2.492096944151741","0","7.944744407825539","2.373384191566019","2.255861365953109","2.5221369539551364"
Aban Offshore Ltd,ABAN,"Oil & Gas - Equipment & Services","232.29398554000002","39.65","0.0425476306350151","0.03369143166232148","0.16457446205630435","-461.4558921844",,,"279.56227877700724",,"1.5904190809863918","0",,,"0.04242600015390919","-0.0299551778194375"
Graviss Hospitality Ltd,GRAVISSHO,"Hotels, Resorts & Cruise Lines","232.078473285","32.85","80.69999999999993","0.28038343033207813","0.30407899802957894","85.7075477139",,,"15.46886637866826","10.175237000861822","3.6965782602720867","0","0.5917839701235278","13.443289652056013","0.7233824032865458","10.399690162664598"
Uday Jewellery Industries Ltd,UDAYJEW,"Precious Metals, Jewellery & Watches","231.670388","103.75","8.337142857142855","1.3715728715728712","2.3038056470892294","190.1504864793",,,"64.84953444020641","46.61654135338346","16.596519167330218","0","2.751196172248803","32.32391970057841","3.0198412698412693","3.3122155132373434"
Latteys Industries Ltd,LATTEYS,"Industrial Machinery","231.1332165","33.9","2.512396694214871","0.42588811759901996","1.3867424731877502",,,,"45.16585911293328","78.75080489375402","7.305936073059346","0","8.821635544108178","5.023006134969303","1.3813801551653735","5.483903934593768"
RRIL Ltd,RRIL,,"230.307151","18.81","14.852941176470589","2.0069138906348205","1.8889487225513073","100.0482182619",,,"18.163287931580616","13.163239400863164","20.77548081867737","0","1.637471439451637","74.57994579945805","3.024512884978001","5.819354838709678"
Sejal Glass Ltd,SEJALLTD,"Building Products - Glass","229.8255","232.5","0.4891774891774905","0.22009830693610044","0.9664039817503112","79.2415822086",,,"37.518240343347635","539.674796747967","2.606689734717423","0","0","21.10215053763442","0.2779901693063899","-0.4430921365408386"
Essar Shipping Ltd,ESSARSHPNG,"Logistics","229.74343992","11.2","13.3517519191305","0.24370373413698684","1.1434463132727097","1771.2000101707",,,"5.3836602396297515",,"150.1534279828707","0",,"28.39796142947536","0.2458836523054689","-0.5442885208682894"
Suraj Products Ltd,SURAJ,"Iron & Steel","229.368","207","9.885572139303486","0.39981757373061716","2.078912853395512","77.4963491687",,,"8.820843994251867","78.4135904968706","27.412568117541575","0","41.384595733810194","39.00719856028799","1.9425357251444209","12.64671985815603"
Shera Energy Ltd,SHERA,"Metals - Diversified","228.453178675","98.95","1.5580257892396625","0.5073839662447257","2.2526594456730535",,,,"38.846148333930486","161.52741514360315","10.764646247427116","0","57.375979112271544","3.6639749306978455","1.2001707856138235","19.816813405282595"
Atam Valves Ltd,ATAM,,"228.31146","210.4","26.074999999999992","0.9571209800918838","2.609271523178808","227.1507424102",,,"40.16852791878173","48.86466848319711","53.29586101175268","0","16.257947320617625","89.48598130841117","2.508422664624809","5.244941427050053"
Shree Rama Multi-Tech Ltd,SHREERAMA,"Plastic Products","228.23028855","17.95","5.923611111111102","1.1391333784698712","1.63474424605652","115.0352322472",,,"47.578797291104436","240.58979456593767","6.851405622489951","0","204.50629555997344","5.343511450381668","2.237643872714963","5.434144991698948"
Maral Overseas Ltd,MARALOVER,"Textiles","227.46384","54.65","0.20519480519480188","0.6213123661584683","2.0193963845139264","108.7024322357",,,"36.28894844014139","147.0261457641447","0.8040030531761385","0","53.84336694644044",,"1.2638795665931537","25.61811023622046"
DRS Dilip Roadlines Ltd,DRSDILIP,"Logistics","227.4422853","151","4.802631578947367","0.9420514409668422","2.423752635277583",,,,"17.355755291388807","34.3389700230592","7.4779758246261","0","20.983858570330522","9.192628345765682","0.9547567400061977","-386.8037383177569"
All E Technologies Ltd,ALLETEC,"IT Services & Consulting","227.18448","113.5","1577.0000000000002","3.4744069912609237","1.5435510887772197",,,,"34.519533369506235","0.1330376940133038","24.826826196473558",,"0","65.58089033659068","3.4744069912609237","2.5187918545852126"
Dhunseri Tea & Industries Ltd,DTIL,"Tea & Coffee","225.9096805","216.8","-2.243213897937025","1.3943372999589658","0.32156616376721886","916.9257861374",,,"20.653551111877263","14.928922616502778",,"0","3.9506733646857617",,"1.8275885651757624","2.894830956044413"
Calcom Vision Ltd,CALCOM,"Electrical Components & Equipments","225.54720835","171.9","3.529780564263319","0.8189265536723164","1.821834852000679","68.2881141692",,,"38.13280521901211","31.78577638671535","11.324549934627365","0","9.407059641801425","13.45419847328242","1.4389830508474577","14.923504867872044"
Ashnisha Industries Ltd,ASHNI,"Iron & Steel","225.423","23.37","114.99999999999993","5.144246353322528","0.3030689630732157","568.0543788503",,,"123.00397567820394","2.8609010194015125","1.6751638747268742","0","2.7293653403485694","11.494252873563209","5.314424635332252","0.8730093915884034"
Mitsu Chem Plast Ltd,MITSU,"Commodity Chemicals","225.093627","187","3.1727672035139074","0.8433920328261241","2.3027618551328817","73.9123523195",,,"41.652927294475155","131.89943036731486","15.039211603858693","0","56.0793557257906","12.674393646705292","1.344332364506753","20.49221596555151"
Hemant Surgical Industries Ltd,HSIL,,"224.46","217.95","6.055276381909548","0.8415502240970207","1.8676716917922946",,"61.04675780304863","109.5529881442052","53.78430493273543","30.169491525423727","18.561306223043744","5.979023508137432","12.966101694915256","18.51403678606001","1.232006327445294","23.572938689217757"
MOS Utility Ltd,MOS,"Online Services","224.420274","89","7.310344827586198","0.8950975224037956","3.5801501795625206",,,,"6.473873791719862","131.30699088145897","23.25198793528925","0","77.00101317122595","21.35338345864658","0.9499209277807064","332.3030303030302"
Investment & Precision Castings Ltd,INVPRECQ,"Auto Parts","222.375","440","2.141176470588238","0.5272100467865057","0.9466936759441685","125.1309402842",,,"60.53376714737952","88.4683943507473","8.004838088954871","0","32.34608528726176","5.111967694566828","1.000369367150948","203.0714285714312"
Ajanta Soya Ltd,AJANTSOY,"Agro Products","221.16725652","27.19","2.354609929078063","0.6032966220711065","5.837117286858219","12.1755773953",,,"5.9232016913865175","0","2.5099225099225615","0","0","1.5776441457376273","1.5755044718752307","20.59873670212766"
Aries Agro Ltd,ARIES,"Fertilizers & Agro Chemicals","220.29350266","167.8","2.085115483319075","0.943154204676732","0.952690258827257","211.76874353",,,"91.6331483329176","48.862004438835456","9.57685054219707","0","8.647025545062881","6.137869292748422","1.5290602716806758","3.853109607144286"
Magna Electro Castings Ltd,MAGNAELQ,"Iron & Steel","220.02708696","506","68.99999999999996","2.8301969365426696","1.4846609495181682","75.8332372078","52.844947251526925","90.92066907273735","84.0719347347109","0.15896566341670199","19.67460583696745","6.9069990412272295","0.08478168715557438","68.81028938906749","3.2393873085339164","3.4760919064375906"
Premier Polyfilm Ltd,PREMIERPOL,"Home Furnishing","219.74971255","103.05","6.567765567765573","0.7752283832589758","2.411529680365297","90.3132056847",,,"29.156804733727814","36.360754477730225","14.972860125260972","0","0","20.614189904694697","1.48629700446144","12.33276575042569"
Asian Hotels East Ltd,AHLEAST,"Hotels, Resorts & Cruise Lines","219.69099768","125.35",,"1.6456820787160873","0.11510534266824776","-55.3146505981",,,"33.22396274343777","20.481717173188102","3.2495468541853216","0","16.5950692432031","10.706647461917859","1.6732900267481852","1.2798314268512943"
Bafna Pharmaceuticals Ltd,BAFNAPH,"Pharmaceuticals","218.82109875","92.5","6.696078431372554","1.8987187309334963","1.3425386226020035","94.6185270908",,,"37.44773225425729","15.760178117048348","15.135734072022169","0","15.760178117048348","41.43222506393865","3.1360585723001835","3.9304174950298214"
Ambalal Sarabhai Enterprises Ltd,AMBALALSA,"Pharmaceuticals","218.78806008","28.38","7.069672131147549","0.9959233978005309","0.8297543923366777","37.8105229016",,,"66.77121518848827","22.319566124322073","7.483731019522785","0","2.7951606174384658","10.02259376412112","1.1394577171027682","54.07396449704127"
Neelamalai Agro Industries Ltd,NEAGI,"Agro Products","217.6594938","3499","730.5","3.270446096654275","0.2735813779564364","255.2565639001",,,"8.76174611310439","0","12.729252886081463","0","0","260.22201665124885","3.7016728624535316","2.0963467048710602"
Eco Recycling Ltd,ECORECO,"Business Support Services","217.57085625","130.45","45.06666666666668","4.534653465346535","0.38234771798969985","-92.9050567522",,,"17.885508592661402","22.721774193548388","10.074515648286143","0","21.411290322580644","35.37142857142859","5.401980198019802","1.3592171717171717"
DE Neers Tools Ltd,DENEERS,"Industrial Machinery","217.52676","251.7","5.80310880829015","0.8470266040688578","1.1854160174509194",,,,"124.04626708727656","153.02267002518894","11.274411113348087","0","102.26700251889169","9.189618644067783","1.902190923317684","3.171585792896448"
Seacoast Shipping Services Ltd,SEACOAST,,"217.08804","3.99","11.121951219512196","1.2533279344029964","2.1678272277727317","47.7078781178",,,"122.27695405241843","47.18088451058478","9.207656893627332",,"4.9255921190526095","7.1432144465009255","1.2533279344029964","8.988806360497959"
Total Transport Systems Ltd,TOTAL,"Logistics","215.94016846999997","133.9","4.24013157894739","1.685219366747125","5.000211622296525","57.1475182131",,,"55.72938886067378","48.84020618556701","9.730505020004578",,"5.762150220913108","6.7050543825976545","1.685219366747125","13.235491821644636"
JK Agri Genetics Ltd,JK AGRI,"Seeds","215.87381246500001","465","-1.1766381766381804","0.7147281854106592","0.6022017697019916","270.675700736","478.90927844943394","357.40021109192094","155.53172146051406","30.8940600122474",,"0.7621485246261289","8.557868952847521",,"1.4487343800064083","2.0829111008751724"
Almondz Global Securities Ltd,ALMONDZ,"Investment Banking & Brokerage","214.69122907","81.35",,"2.1742566022042005","0.3935765419094095","234.2049727918",,,"126.97645837885077","13.263134922799937","7.05854298318827",,"11.037154236455892","23.097189695550334","2.175296319401123","1.7351909771585634"
LGB Forge Ltd,LGBFORGE,"Industrial Machinery","214.3822167","9.05","-3.3055555555555594","0.8374226094932355","1.4232119085078059","132.1539321752",,,"106.89285714285715","33.86727688787185",,"0","4.144419018560895",,"1.4459986241687688","7.304347826086954"
VTM Ltd,VTMLTD,"Textiles","214.2924252","53.9","16.012195121951216","9.824752475247525","0.8035212586626708","112.2489703368","87.32520535541038","17.48156652221719","25.61806526806527","1.6924268993923572","4.873431816494691","4.179778318464451","1.0072998654214753","37.711689384551846","12.965346534653465","1.800402887359409"
Bedmutha Industries Ltd,BEDMUTHA,"Iron & Steel","214.07087034","68.15","1.3758189398451468","0.9829395696554368","1.5641693061958375","11.5589718322",,,"29.867406268796366","108.14661610938757","9.421649400440499","0","48.609674824773066","4.113183686373705","1.2918483730291848","12.26173891665984"
Mercantile Ventures Ltd,MERCANTILE,"Real Estate","213.76375245","19.5","11.153846153846152","8.30151278038602","0.16877169879085357","567.9307949248",,,"51.037861322929594","0","3.2576034148670274","0","0","72.1192950745592","8.302034428794991","0.5270339735501659"
Rane Engine Valve Ltd,RANEENGINE,"Auto Parts","213.741972975","310.2","1.0151658767772531","0.6675114586141817","1.519787884722578","103.3838766629","132.02502615273195","98.59288243341113","67.79935964790548","130.94602326912073","3.0414903586743596","2.7646273637374863","42.31356093839405",,"1.1614990563494205","25.591577879249105"
GIR Natureview Resorts Ltd,GIRRESORTS,"Hotels, Resorts & Cruise Lines","213.50680175","119.95",,"1.1235955056179776","0.38414096916299556",,,,"122.01548165137613","0","0.3231763619575263",,"0","2.8248587570621604","1.1235955056179776","32.29629629629627"
MBL Infrastructures Ltd,MBLINFRA,"Construction & Engineering","212.65188672","20.1","0.7144063027574565","0.4690172581553746","0.10079173169539095","366.485513568","175.32751091703054","1425.7314410480349","109.79107825220139","144.87659033078882","4.2946404105534155","2.081818181818182","122.28880407124682",,"0.47294771342244074","-0.7592461779100863"
Titan Biotech Ltd,TITANBIO,"Fertilizers & Agro Chemicals","211.715994","255.5","38.47999999999999","1.9445105033690049","1.1955925121861304","234.5796439306",,,"49.732938193778274","19.535104364326376","20.124119656927686","0","9.430740037950663","65.35122336227309","3.6206896551724137","2.7624455801627863"
Uni-Abex Alloy Products Ltd,UNIABEXAL,"Iron & Steel","211.591625","1070.05","29.82954545454544","0.9375869608427748","1.481877758459275","99.4260616445",,,"50.10514440433213","18.245294474802677","22.270297785696094","0","1.0473588342440796","35.64146951336792","1.801033591731266","4.797921478060047"
Pil Italica Lifestyle Ltd,PILITA,"Home Furnishing","211.5","8.95","5.0700000000000065","3.1418092909535447","0.9952772433094281","286.8579337647","98.06816220880069","15.935289042277827","22.25922671353251","16.07245543415756","5.815554026152794","3.7219010918432884","1.150086256469236","17.309875141884255","4.156479217603911","1.6686217008797657"
Batliboi Ltd,BATLIBOI,"Industrial Machinery","211.4022622","74.05","3.1264367816091916","0.6078055964653901","0.8983970235404568","49.1932065955","79.9362551093233","67.11282683449036","35.59304485814916","48.174926295100384","5.656845753899472","4.566138349874093","39.161869998596096","7.230895645028745","1.0979381443298968","-26.164050632911394"
TRF Ltd,TRF,"Industrial Machinery","211.2847104","187.8","4.307878787878788","0.4894420111811416","0.5736463460810299","-619.7968544951",,,"266.3656765676568",,"28.987792610315104","0",,"14.108465397786093","0.5271338532208097","-0.8367854183927094"
Dangee Dums Ltd,DANGEE,"FMCG - Foods","210.94575","13.5","0.7737226277372259","0.13369467028003618","0.5133391120100164","42.2819157756",,,"12.805816135084429","157.94813979706882","4.426811442889955","0","106.14430665163474",,"0.2357723577235773","-3.6682725395732967"
Indian Infotech and Software Ltd,INDINFO,"Consumer Finance","209.162616","2.07",,"5.109999999999999","0.20457756428369597","-0.1225720027",,,"0","0.13086721340080265","0.33877692842251617",,"0","61.00000000000184","15.29","3.6679657053780206"
Future Consumer Ltd,FCONSUMER,"FMCG - Foods","208.58642175","1.05","-5.153198653198653","0.45214444170569396","0.2672195452913646","42.4896015437",,,"349.7942909261222","384.1226553146198",,"0","119.80843421577745",,"0.5489770766576288","-2.24096119320536"
VETO Switch Gears And Cables Ltd,VETO,"Electrical Components & Equipments","208.3530095","107.05","7.36401673640167","1.619218357834349","1.015271502928899","304.1859683687",,,"129.41313322730196","21.42321395087193","11.40561207958006","0","1.6735420963810232","21.248688352570806","3.0799569738257437","1.81785187007874"
Deepak Spinners Ltd,DEEPAKSP,"Textiles","208.09625676","283","19.75694444444446","0.572002962649455","1.725754351586779","104.5437504333","84.78357610411115","20.01545884970635","20.337138953942237","21.01889195499894","16.316815783436585","4.305079082200935","1.9656123965187873","35.424582486524756","1.612951010475082","10.557033152275707"
Nettlinx Ltd,NETTLINX,"IT Services & Consulting","208.03984952000002","87.5","1.3131313131313123","2.5095057034220525","0.36603383906585113","237.5283614549",,,"68.9919704861111","31.307468042161922","1.9895928986838063","0","27.2258353891007",,"2.8580481622306713","1.3469745688395207"
Indrayani Biotech Ltd,INDRANIB,"Software Services","207.65637386400002","60.85","3.2122302158273395","0.8917393535146229","3.6600349803235677","27.0792286725",,,"20.570903769189414","76.48494711147276","34.74032289437854","0","29.861676159479263","32.57547521431236","0.9702411493073372","-103.65944272445824"
Intrasoft Technologies Ltd,ISFT,"Retail - Online","207.12739267999999","139.75","2.37128712871287","2.549856058623398","1.5325697211155376","89.436578344",,,"2.1388726414072483","67.65076507650765","5.988248531066379","0","67.60876087608762","5.485617376557293","4.824391520544361","3.082331730769231"
CG VAK Software and Exports Ltd,CGVAK,"Software Services","206.401674","441","33.160000000000004","4.045289855072464","1.7206716334927166","43.2394574551",,,"34.93375985524104","16.662594673833375","31.847867844794468",,"13.36428047886636","107.09793351302788","4.045289855072464","3.6460885956644677"
ABM Knowledgeware Ltd,ABMKNO,"Software Services","206.1626754","103","53.31250000000001","7.2070928196147115","0.2980304405649026","130.706227109","0","10643.068181818182","188.96338008216463","0","7.119011851109999",,"0","43.3422999327505","7.2070928196147115","0.4918306915171573"
R & B Denims Ltd,RNBDENIMS,"Textiles","205.7219136","30.87","4.889502762430942","1.1237894214055126","1.6665939748901835","85.6857652688",,,"63.2895917451772","133.63847944142745","14.45212563279082","0","57.253685027152834","12.971658561126965","1.4853488949590263","9.271403812824959"
RDB Rasayans Ltd,RDBRL,"Packaging","205.580254","117.75","328.1","8.047535211267606","0.83575155697694","282.0020929553",,,"51.928623217594456","3.341306081032108","20.910075839653306","0","0.028991809813727617","128.61668426610362","8.256455399061034","1.0981068648266101"
SPML Infra Ltd,SPMLINFRA,"Construction & Engineering","205.46239957","41.95","1.0580978909669718","1.0210729119151083","0.3300211991085503","364.7232327478",,,"488.50827925464745","554.7219500244978","1.900229042274558","0","203.21839784419402","0.015776379927590806","1.0752286750054019","8.579867162843273"
Competent Automobiles Company Ltd,COMPEAU,"Retail - Speciality","204.87691","336.95","3.0854027861901994","1.2518203492493072","3.6203941820150556","35.0861828866",,,"10.510355795334284","71.307573848523","10.009038393523834","0","23.12053758924821","11.078756383836666","1.6989496745924348","16.660022997316982"
Lancor Holdings Ltd,LANCORHOL,"Real Estate","204.849","51","1.0451127819548873","0.25455739858761706","0.36718476844346964","982.30346511","6236.263713080169","304.47468354430384","39.43213296398892","84.23062237495226","6.887552854122621","0.05852863457881609","37.495227185948835",,"1.8631959270816227","0.9595481352271782"
Deep Polymers Ltd,DEEP,"Specialty Chemicals","204.1397064","89.98","8.795321637426902","5.852713178294575","1.6972680626820136","171.1227346207",,,"94.44848435329683","85.8466569767442","13.354643935357844","0","85.8466569767442","17.61028134769017","7.877906976744187","2.7240151346539054"
Shree Vasu Logistics Ltd,SVLL,"Logistics","203.63616","177.95","1.3735083532219576","1.09353507565337","1.5876529737313896","-228.3274251813",,,"53.68912018853103","124.35988620199146","16.179364633117803","0","67.85206258890469","4.74198047419806","1.103622191655204","26.69462647444299"
Shri Keshav Cements and Infra Ltd,SKCIL,"Cement","203.50906128","134.7","1.3240492769148364","1.043846153846154","0.49574913994226744","137.7224157458",,,"14.207545664832097","997.1876440756113","9.02420326360749","0","918.1189488243433","1.1576276562004428","2.122692307692308","8.29440952695997"
Duncan Engineering Ltd,DUNCANENG,"Auto Parts","203.07672","582.2","81.87499999999993","2.3780730897009965","1.253436050074411","62.2702566806","97.81174252625908","69.99192028009696","29.953554965777347","3.1889678948502476","20.74425969912904","3.7316582914572862","0.9696186166774401","59.199522102747835","3.0784053156146176","2.836370839936608"
GP Petroleums Ltd,GULFPETRO,"Commodity Chemicals","202.91784434000002","39.55",,"2.3608342278791596","2.1979865305839064","104.5986415517",,,"47.797179824118054","13.892977919236124","10.484842866413278","0","1.0185000994629003","34.87406587323557","3.920257629197976","4.6203333430631375"
Jay Jalaram Technologies Ltd,KORE,"Electrical Components & Equipments","202.1208","181.6","4.39252336448596","1.3241379310344825","7.782270606531882",,,,"0.4960031974420464","97.37827715355806","13.088276246170924","0","93.53932584269663","9.908838684106135","3.8565517241379306","16.3049853372434"
Frontier Springs Ltd,FRONTSP,"Industrial Machinery","202.104691965","529.95","30.6363636363636","0.9283681214421253","1.2286250639968144","103.511045401",,,"58.13501250115752","4.997775470858668","10.9427427210737","0","1.8241138958920364","29.006410256410213","1.9060721062618597","5.658370447995808"
Refex Renewables & Infrastructure Ltd,REFEXRENEW,,"201.14752","450","0.34956772334293945","0.6515710469405928","0.20571003243128289","-516.9836268787",,,"242.10069264964332","327.9834077855776","2.2008527624058782","0","300.1489044884068",,"0.6720519017936649","9.404958677685958"
Scan Steels Ltd,SCANSTL,"Iron & Steel","201.13713319000001","38.6","2.139306059036764","1.0570262738853504","2.165965598277939","69.0801614064",,,"13.859137657506519","23.84502765426743","7.669030557308859","0","9.627480750460904","9.021316688258104","2.291998407643312","10.576980568011958"
KBC Global Ltd,KBCGLOBAL,"Real Estate","200.91904875","2.5","0.8717320261437905","1.6936131623267265","0.37364798426745327","861.0357571946",,,"214.5175438596491","64.06932607605816","3.2635957668073647","0","33.48850533552962",,"3.224510947013862","0.702073374585765"
B-Right RealEstate Ltd,BRRL,,"200.270312","183.3","6.023255813953486","0.9167636265998388","0.09259392803057619","3207.7994406327","524140","11634.374999999998","0.18951194184839049","28.37622903412377","2.013918587924264","0.0006963788300835655","4.959514170040486","1.6065270418033455","1.5294907365971537","0.31306892067620284"
Brooks Laboratories Ltd,BROOKS,"Labs & Life Sciences Services","199.84574908","81.8","-16.605504587155966","0.6882798118224583","0.3562110673482499","42.6990502364",,,"89.7616060225847","18.805836807623585",,"0","7.541691483025612",,"1.2511761096338716","-32.040201005024976"
Precot Ltd,PRECOT,"Textiles","199.5","162.55","0.04454897620365225","0.5188086947346207","1.13671685571339","165.4796309321",,,"45.958264832580696","80.99162388543637","0.17252834394221825","0","18.59632531748176",,"1.1556399704547853","33.65056022408963"
Bharat Gears Ltd,BHARATGEAR,"Auto Parts","199.46220342","129.2","2.0304449648711946","0.8808634083980726","1.9693589776163014","28.4631684722",,,"58.991349726493965","98.52125693160815","8.593517692536427","0","60.46210720887245","4.567307692307693","1.325646572917691","18.059645852749313"
Maheshwari Logistics Ltd,MAHESHWARI,"Logistics","198.342994235","67.25","1.8110271231658484","1.0823684512209102","2.892226547783499","49.9996792317",,,"40.23101672542856","114.37908496732028","9.500373203955945","0","59.84598459845984","4.919946022830856","1.5938323971110855","11.105603240428204"
Maximus International Ltd,MAXIMUS,,"198.13472","15.56","5.7878787878787925","1.8185966913861953","2.01291861273974","76.4269082767",,,"67.66266785150079","18.809592603293847","17.597199189239007","0","4.88298179716845","35.35096642929811","2.0787221905305193","5.881533101045297"
Future Retail Ltd,FRETAIL,"Retail - Department Stores","197.933688835","3.8","-1.153940802980245","0.48336992866920075","0.32348973500039935",,"424.7020337865718","444.7146018478447","30.75579534421502","1115.7971730027248",,"0.8594260704280632","493.1254228610091",,"0.804694104471321","-7.753699064006783"
Nila Infrastructures Ltd,NILAINFRA,"Real Estate","196.9446","5.05","1.1705357142857138","0.9899327108653695","0.32476907155907037","458.5046985506",,,"183.6199842643588","81.32421464001202","3.129251700680271","0","65.77483841875846",,"1.3128683949715716","1.3737570255079983"
South India Paper Mills Ltd,STHINPA,"Paper Products","196.875","104","-0.4790640394088671","0.808449074074074","0.7472565496786949","87.1602838915",,,"57.02445921809883","96.41523162745575",,"0","68.34343924326946",,"1.1512345679012344","14.518127250900367"
