Name,Ticker,"Sub-Sector","Market Cap","Retail Investor Holding","Pledged Promoter Holdings","No. of Shareholders","MF Holding Change – 3M","Mutual Fund Holding","Insider Trades - 6M Cumulative","Insider Trades - 3M Cumulative","Insider Trades - 1M Cumulative","Insurance Firms Holding","FII Holding Change – 6M","FII Holding Change – 3M","Foreign Institutional Holding","DII Holding Change – 6M","DII Holding Change – 3M","Domestic Institutional Holding","Promoter Holding Change – 6M "," MF Holding Change – 6M","Bulk Deals - 6M Cumulative","Bulk Deals - 3M Cumulative","Bulk Deals - 1M Cumulative"
Nagreeka Exports Ltd,NAGREEKEXP,"Textiles","58.74859","22.983383601206427","0","9048","0","0.012800307207372975",,,,"0","-0.00024000576013824331","-0.0006400153603686488","0","0","0","0.014400345608294599","0","0","-0.004089358881177008","-0.004089358881177008","0"
Magson Retail and Distribution Ltd,MAGSON,"FMCG - Foods","58.60025","20.280254777070063","0","779",,"0",,,,"0",,,"0",,,"0",,,"0.034867503486750384","0.034867503486750384","0.034867503486750384"
Gujarat Hotels Ltd,GUJHOTE,"Hotels, Resorts & Cruise Lines","58.346668575","23.602810813950573","0","5142","0","0",,,,"0","0","0","0","0","0","0.0026402535699528583","0","0",,,
BDR Buildcon Ltd,BDR,"Real Estate","58.243425","0","0","10",,"0",,,,"0","0",,"0","0",,"7.524454477050415","0","0",,,
Tera Software Ltd,TERASOFT,"IT Services & Consulting","58.18021875","40.85409261201858","8.651141415655129","16683","0","0",,,,"0","0","-0.0006393925770518008","0","0","0","0.0007992407213147511","0","0",,,
D & H India Ltd,DHINDIA,"Industrial Machinery","57.987416","26.22420390344119","0","3983","0","0","5.405405405405405","5.405405405405405","0","0","0","0","0","-0.0016258901428392938","0","0.03100924499229584","0.895621309290803","0",,,
Uma Converter Ltd,UMA,"Packaging","57.98445796","19.759018887274255","0","1051","0","0",,,,"0",,"0","0",,"-4.997316644034287","0",,,"-0.6260937074451933","0","0"
Future Enterprises Ltd,FEL,"Conglomerates","57.96267679500001","44.032928676490016","10.056483343261995","139941","0","0.0001099069217842841",,,,"0.5750338940307487","-0.00007693484524899652","-0.0014441769522454892","0.02245750114202634","0.0000725385683775226","0","0.575641019866685","0","0","-2.09640471427079","0","0"
Sunil Healthcare Ltd,SUNLOC,"Pharmaceuticals","57.7342425","14.636114971110947","0","7111","0","0",,,,"0","0","0","0","0","0","0.1021575367512616","0","0",,,
Jaysynth Dyestuff India Ltd,JAYSYN,"Commodity Chemicals","57.5866419","21.504746999321036","0","2962","0","0",,,,"0","0","0","0","0","0","0.00345236314257109","0","0",,,
Arihant Academy Ltd,ARIHANTACA,"Education Services","57.5244","21.79944510503369","0","871","0","0",,,,"0",,"0.07927070947284978","0.07927070947284978",,"0","0",,,"0","0","0"
Virat Crane Industries Ltd,VIRATCRA,"Agro Products","57.49285625","11.322117632658058","0","5030","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Suryaamba Spinning Mills Ltd,SURYAAMBA,"Textiles","57.45144267999999","17.769677729179","6.985808733045379","2548","0","0.002182852059930203",,,,"0","0","0","0","0","0","0.029809573443421836","0","0","-1.4905127792345283","-1.4905127792345283","0"
Lactose India Ltd,LACTOSE,"Pharmaceuticals","57.40584","31.028111843673045","26","15902","0","0",,,,"0","0","0","0","0","0","0.6189530542537135","0","0",,,
Elegant Marbles and Grani Industries Ltd,ELEMARB,"Building Products - Granite","57.3522","6.771202185792349","0","1135","0","0",,,,"0","0","0","0","0","0","0.01639344262295082","0","0","-0.8304644808743169","-0.8304644808743169","0"
Kesar Petroproducts Ltd,KESARPE,"Commodity Chemicals","57.32718981","22.4164636372222","0","35993","0.0023481178904136493","0.007913260732010754",,,,"0","-0.0023481178904136485","-0.0023481178904136485","0","0.0023481178904136476","0.0023481178904136476","0.010716520416160967","0.000010344131673889478","0.0023481178904136493",,,
Olympia Industries Ltd,OLYMPTX,,"57.320292120000005","19.626201737507824","5.550711621181459","15213","0","0.052294569499482864",,,,"0","0","0","0","0","0","0.052294569499482864","0","0",,,
Sam Industries Ltd,SAMINDUS,"Real Estate","57.283036020000004","6.5667580829456185","0","1597","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
SM Auto Stamping Ltd,SMAUTO,,"57.122752336000005","2.463634790778615","0","73",,"0",,,,"0","0",,"0","0",,"0","0","0",,,
East West Holdings Ltd,EASTWEST,"Investment Banking & Brokerage","57.113219904","7.712445993071215","0","6282","0","0",,,,"0","0","0","8.663184531211263","0","0","0","0","0","-0.563315210624611","0","0"
Suumaya Industries Ltd,SUULD,"Apparel & Accessories","57.1118821","26.345710850243503","0","34710","0","0",,,,"0","0","-0.00016357159225988127","0.3325214184732195","0","0","0","-14.10314268464493","0","-5.141421545093989","-4.493684582608643","0"
Polychem Ltd,POLYCHEM,"Specialty Chemicals","56.9541832","35.22528431239095","0","5931","0","0",,,,"2.7865708027571188","0","0","0","0","0","3.013030726775483","0","0",,,
Anand Rayons Ltd,ARL,"Textiles","56.9419398","9.838007661270437","0","6183","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Krishanveer Forge Ltd,KVFORGE,,"56.88488","15.045112163372762","0","6625","0","0",,,,"0","0","0","0","0","0","0.0009141269173812093","0","0",,,
Nhc Foods Ltd,NHCFOODS,"Packaged Foods & Meats","56.88029","34.41362294390552","0","9770","0","0","-1.2315478700970055","-1.2315478700970055","0","0","0","0","0","0","0","0","0.0687895402783667","0",,,
Siddhika Coatings Ltd,SIDDHIKA,"Construction & Engineering","56.8622475","13.77245508982036","0","168",,"0",,,,"0","0",,"0","0",,"0","0","0","-2.2981064897232564","-2.2981064897232564","-0.8739278200356044"
Gujarat State Financial Corp,GUJSTATFIN,"Specialized Finance","56.854732","5.933447045357632","0","12159","0","0",,,,"0","0","0","0","0","0","1.4412999079830329","0","0",,,
AK Spintex Ltd,AKSPINTEX,,"56.63234625","13.799751577482983","0","3212","0","0","1.8999155363442142","0","0","0","0","0","0","0","0","0","4.736483330849111","0",,,
ATV Projects India Ltd,ATVPR,"Industrial Machinery","56.62317505","43.94597441423412","0","125420","0","0.4299474230913867",,,,"2.404790894889954","0","0","0","0","0","2.969315624769085","-0.0018826213808331715","0",,,
Manugraph India Ltd,MANUGRAPH,"Industrial Machinery","56.26786285","23.68530511906585","0","10750","0","0.0008219611987626788","0.016439223975253575","0","0","0.7683890556721225","-0.00003287844795050715","-0.00023014913565355005","0","0","0","0.7706905470286579","0.016439223975254436","0","0.05525551962562236","0","0"
Zenith Steel Pipes & Industries Ltd,ZENITHSTL,"Building Products - Pipes","56.20077696","28.388762172016772","0.03162767662918801","75938","0","0.0004568442179771601",,,,"0.26836856740850296","0","-0.0008293479649431523","0","-0.000022490792269680426","-0.000022490792269680426","0.2870035944784205","0","0",,,
Precision Electronics Ltd,PRECISIO,"Communication & Networking","56.031079552","7.104026771973769","0","13395","0","0.06282263394074396",,,,"0","0","0","0","0","0","0.08484666078203926","0","0",,,
NRB Industrial Bearings Ltd,NIBL,"Industrial Machinery","55.9728015","17.88231434154676","0","9710","0","0.007222257760315964","0.3301603547573012","0.3301603547573012","0","0","-0.00012381013303398793","-0.002228582394611783","0","0","0","0.007222257760315964","-0.2766908853043617","0",,,
Rainbow Foundations Ltd,RAINBOWF,"Real Estate","55.9689912","4.462534690101758","0","2954","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Banaras Beads Ltd,BANARBEADS,"Apparel & Accessories","55.91017035","17.32309437508269","0","6638","0","0.00015068814756347812","0.20281460833677808","0","0","0","-0.011452299214824338","-0.0096440414440626","0.00030137629512695625","0.003315139246396519","0","0.0034658273939599973","0.34331280659387886","0",,,
Viaz Tyres Ltd,VIAZ,"Tires & Rubber","55.803305","8.848257285119582","0","457","0","0",,,,"0",,"0","0",,"-0.8","0",,,"10.724458204334367","0","0"
Timescan Logistics India Ltd,TIMESCAN,"Logistics","55.44978","17.057813394390383","0","263",,"0",,,,"0","0",,"0","0",,"0","0","0",,,
Sambhaav Media Ltd,SAMBHAAV,"Publishing","55.4221436","11.455780844247245","0","15159","0","0",,,,"0","-0.0015802347998679633","-0.0006230599540120729","0.24930035365864123","0","-0.0000026154812946524355","0.0010465131124953455","0","0",,,
Duro Pack Ltd,DUROPACK,"Packaging","55.384461","24.48222753309814","0","6017","0","0",,,,"0","0","0","0","0","0","0","0.01896741398277868","0",,,
Malu Paper Mills Ltd,MALUPAPER,"Paper Products","55.35726625","19.628483081026424","51.002910444480264","7839","0","0",,,,"0","-0.0004103345692219764","0","0","-0.002344768966982722","0","0","0","0",,,
Gujarat Credit Corporation Ltd,GUJCRED,"Real Estate","55.35","6.63774","0","9149","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Prithvi Exchange (India) Ltd,PRITHVIEXCH,"Investment Banking & Brokerage","55.272655","11.64816689192875","0","4733","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Hariyana Ship Breakers Ltd,HRYNSHP,"Commodities Trading","55.105336312","17.09798826497361","0","3425","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Zenith Exports Ltd,ZENITHEXPO,"Textiles","55.04175","4.127051192958072","0","2287","0","0",,,,"0","0","-0.0001853138753764188","0","0","0","0","0","0",,,
Himachal Fibres Ltd,HIMFIBP,,"55.0275","5.639465507246377","0","5489","0","0.00463768115942029",,,,"0","0","0","0","0","0","0.16753623188405797","0","0",,,
Axis Technology ETF,AXISTECETF,"Equity","54.986265108",,,,,,,,,,,,,,,,,,,,
Alfred Herbert (India) Ltd,ALFREDHE,"Industrial Machinery","54.96431625","16.2096576613013","0","2059","0","0",,,,"0","0","0","0","0","0","0.011666660185188787","0.0005185182304501268","0",,,
Optimus Finance Ltd,OPTIFIN,,"54.9587665","9.312059205331693","0","2805","0","0",,,,"0","0","0","0","0","0","0","-18.376277857425883","0",,,
ANI Integrated Services Ltd,AISL,"Construction & Engineering","54.926424","10.902015030142868","0","539",,"0",,,,"0","0",,"0","0",,"0","0","0",,,
Simran Farms Ltd,SIMRAN,"Packaged Foods & Meats","54.9227745","34.666033705198195","0","5342","0","0",,,,"0","0","0","0","0","0","0","0","0","0.14769100930980833","0.14769100930980833","0"
Khemani Distributors & Marketing Ltd,KDML,"Commodities Trading","54.861912","0.574562548968399","22.63985374771481","63",,"0","2.3348132671715853","2.3348132671715853","2.172891094280491","0","0",,"0","0",,"0","0","0","2.172891094280491","2.172891094280491","0"
Acrow India Ltd,ACROW,"Industrial Machinery","54.5376","41.78796875","0","1367","0","0",,,,"0","0","0","0","0","0","0","54.614375","0",,,
Sky Industries Ltd,SKYIND,"Textiles","54.492076146","14.574047999189805","2.080194752031243","2585","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Morarka Finance Ltd,MORARKFI,,"54.4528995","14.15235112503054","0","2852","0","0","0.7922080806734635","0.5679571755403034","0","0","0","0","0","0","0","0","0.7922080806734613","0",,,
Ansal Buildwell Ltd,ANSALBU,"Real Estate","54.41153906699999","18.336603310769203","0","7100","0","0.016251699826228698",,,,"0","0","0","0","0","0","0.022346087261064462","0","0","0.9818735311679839","0","0"
Welcast Steels Ltd,ZWELCAST,"Metals - Diversified","54.377698810000005","19.211139508681978","0","1731","0","0",,,,"0","0","0","0","0","0","0.007835013421377992","0","0",,,
Nitin Fire Protection Industries Ltd,NITINFIRE,"Business Support Services","54.06988007","23.369782508563276","12.715617772961707","36231","0","0",,,,"0","0","0","2.955919243635933","0","0","2.510515786686856","-0.00007390436218202012","0",,,
Dynavision Ltd,DYNAVSN,"Diversified Financials","53.952","38.140286458333335","0","19599","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Universal Starch Chem Allied Ltd,UNIVSTAR,"Packaged Foods & Meats","53.865","14.156166666666667","0","2031","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
ICICI Prudential Sensex ETF,ICICISENSX,"Equity","53.792091600000006",,,,,,,,,,,,,,,,,,,,
Dhoot Industrial Finance Ltd,DHOOTIN,,"53.753544","21.412852168407724","0","2967","0","0.006331117442228554",,,,"0","0","0","0","0","0","0.015827793605571384","0","0",,,
Bang Overseas Ltd,BANG,"Apparel & Accessories","53.387478","17.533869234279994","0","7603","0","0",,,,"0","-0.0002949852507374631","-0.0002949852507374631","0","-0.0331858407079646","-0.0331858407079646","0","-0.13216154315293238","0",,,
Galaxy Cloud Kitchens Ltd,GCKL,"Hotels, Resorts & Cruise Lines","53.296081363999996","3.801000025056927","6.675912954462218","3683","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Bhatia Colour Chem Ltd,BCCL,,"53.2168125","6.604679677122714","0","380",,"0",,,,"0","0",,"0","0",,"0","1.7063451517318953","0","-0.3538966649386559","-1.2607568688439605","0"
Kwality Ltd,KWALITY,"FMCG - Foods","53.09796404","64.60341084671087","24.012408442619453","102671","0","0",,,,"0","0","0","0","0.08414058958332897","0","0.08450395568123557","0","0",,,
Hemang Resources Ltd,HEMANG,,"53.0244","11.239227272727273","0","5992","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Binani Industries Ltd,BINANIIND,"Cement","52.695174","28.727771237646927","0","40712","0","0",,,,"1.7588851684975932","-0.0003188147741954306","0","0.3204088480664283","-0.00015940738709763203","0","1.763539864200847","0","0",,,
Cubex Tubings Ltd,CUBEXTUB,"Metals - Copper","52.4074485","24.502717547869175","0","9461","0","0.3156650528407236",,,,"0","0","-0.00006983740107095655","0","0.03830581448741971","0.03830581448741971","0.3595578594138198","0","0","0.7007314114206772","0","0"
Pritish Nandy Communications Ltd,PNC,"Movies & TV Serials","52.0812","20.64257966406304","0","8392","0","0",,,,"0.17280707817792215","-0.00020736849381350662","-0.0012442109628810396","0","0","0","0.9331582221607798","0","0",,,
AJR Infra and Tolling Ltd,AJRINFRA,"Construction & Engineering","51.800857789999995","33.89719613560091","20.598093265667522","120873","0","0",,,,"0","-0.00003309478794477627","-0.0048598131503734265","10.206184705344047","10.782771887262326","10.782780131458132","17.95896950724993","-0.00006679180794577633","0",,,
Thomas Scott (India) Ltd,THOMASCOTT,"Retail - Apparel","51.74941821","8.826726131420212","0","4545","0","0","38.100232808562005","24.408811689826017","0","0","-0.00018134332607597342","0","0","-0.006074876166777278","0.014326248016769733","0.014326248016769733","8.577481095561154","0",,,
Marvel Decor Ltd,MDL,"Home Furnishing","51.6316242","4.753834182113527","0","347",,"0",,,,"0","0",,"0","0",,"0","0","0",,,
Upsurge Investment and Finance Ltd,UPSURGE,"Diversified Financials","51.6090744","8.56356748765872","8.909479686386316","3977","0","0.005939653124257543","4.542666508275917","0","0","0","0","0","0","0","0","0.005939653124257543","4.542666508275914","0","-3.533037670600037","0","0"
Power and Instrumentation (Gujarat) Ltd,PIGL,"Power Infrastructure","51.5799655","6.999413367191957","0","272","0","0","-10.13525320658442","-10.13525320658442","0","0","0","0","0","0","0","0","0","0","-10.147147566956745","-10.147147566956745","-0.1786833490604507"
Chowgule Steamships Ltd,CHOWGULSTM,"Logistics","51.5579635","13.893882755861759","0","20429","0","0.028227608330573414",,,,"0.008124836040120164","-0.005095236160753324","0","0","0","0","0.06898123507147447","-0.003616240583269814","0",,,
Vivanza Biosciences Ltd,VIVANZA,"Pharmaceuticals","51.52","5.0574375","0","4872","0","0",,,,"0","0","0","0","0","0","0.0015","0","0",,,
Swasti Vinayaka Synthetics Ltd,SWASTIVI,"Apparel & Accessories","51.39","42.292808888888885","0","29838","0","0",,,,"0","0","0","0","-0.014285555555555555","-0.014285555555555555","0","-0.008926666666667415","0",,,
Best Eastern Hotels Ltd,BESTEAST,,"51.34195","6.705673590504451","0","910","0","0",,,,"0","0","0","0","0","0","0.01970326409495549","0","0",,,
Polyspin Exports Ltd,POLYSPIN,"Packaging","51.27","30.00771","0","4121","0","0",,,,"0","0","0","0","0","0","0","0.08442999999999756","0",,,
Crown Lifters Ltd,CROWN,"Heavy Machinery","51.26925","8.011556195965417","0","1024","0","0",,,,"0","-0.00009606147934678194","-0.00038424591738712776","0","0","0","0","0","0","-0.5052737752161384","-0.5052737752161384","-0.5052737752161384"
Lee & Nee Softwares (Exports) Ltd,LEENEE,"IT Services & Consulting","51.200532","21.58387062071933","0","29666","0","0",,,,"0","0","0","0","0","0","0","-0.23798723419514545","0",,,
Sunil Agro Foods Ltd,SUNILAGR,,"51.139387","14.451263778347597","0","1569","0","0",,,,"0","0","0","1.3320456891671384","0","0","0","0","0",,,
Jet Freight Logistics Ltd,JETFREIGHT,"Logistics","51.0441624","24.041957440367362","13.31787942121272","17291","0","0","44.20079531433183","0","0","0","0","-0.00340489473875665","0","0","0","0","-0.000008619986680002967","0","-1.327133817775124","0","0"
Saptarishi Agro Industries Ltd,SPTRSHI,"Agro Products","51.033063","13.526998173713384","0","20929","0","0",,,,"0","0","0","0","0","0","0.0020574896709609613","0","0",,,
Eighty Jewellers Ltd,EIGHTY,,"50.986005758999994","8.412390686718748","0","232",,"0",,,,"0","0",,"0","0",,"0","0","0","-0.08000809681939813","0","0"
Biogen Pharmachem Industries Ltd,BIOGEN,,"50.903034","69.18400650931731","0","197828","0","0",,,,"0","0","0","0","0","0","0.002298487748294139","0","0","0.06106254491628149","0.06106254491628149","0"
Riba Textiles Ltd,RIBATEX,"Textiles","50.7740962","23.495633940993716","0","4503","0","0",,,,"0","0","0","0","0","0","0","0","0","0.5179806627458984","0.5179806627458984","0"
Ceeta Industries Ltd,CEETAIN,,"50.7729024","26.40383660635481","0","20251","0","0",,,,"0","0","0","0","0","0","0.22547992056487204","0","0",,,
Alfavision Overseas (India) Ltd,ALFAVIO,,"50.662282","12.12187083676965","0","3249","0","0",,,,"0","0","0","0","0","0","0","0","0","3.162075113580277","0.35542418192792086","0"
Raw Edge Industrial Solutions Ltd,RAWEDGE,"Mining - Diversified","50.593752","4.453044221745009","0","609","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Phosphate Company Ltd,PHOSPHATE,"Fertilizers & Agro Chemicals","50.5588322","10.703676804861011","0","1553","0","0",,,,"7.7226484970117655","0","0","0","-0.07492765032654347","-0.05538492243893156","7.841845277035493","0","0",,,
Fervent Synergies Ltd,FERVENTSYN,"Conglomerates","50.55","4.134223333333333","0","2827","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Arihant Foundations & Housing Ltd,ARIHANT,"Real Estate","50.4734","12.947174418604652","0","3156","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Kamadgiri Fashion Ltd,KAMADGIRI,"Textiles","50.329856325","7.250351017170324","0","1448","0","0",,,,"0","0","0","0","0","0","0.08518800396158294","0","0",,,
Mohite Industries Ltd,MOHITE,"Textiles","50.3095491","3.9942088687890864","4.56540644885247","1428","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
MSR India Ltd,MSRINDIA,"FMCG - Foods","50.24112","4.075160623409669","0","3301","0","0",,,,"0","0","0","5.215361005089059","0","0","0","0","0",,,
National Plastic Industries Ltd,NATPLAS,"Plastic Products","50.2310592","25.932943392919732","0","9118","0","0",,,,"0","0","0","0","0","0","0.0010953382404486505","0","0",,,
Sandu Pharmaceuticals Ltd,SANDUPHQ,"FMCG - Personal Products","50.227487010000004","28.332748507140572","0","10141","0","0",,,,"0","0","0","0","-0.0004994881516282908","-0.0004994881516282908","0.005175453033281268","1.9784322943703359","0",,,
Vineet Laboratories Ltd,VINEETLAB,"Specialty Chemicals","50.10530848","40.67005907793984","0","9821","0","0","2.6931422556526687","0","0","0","0","-0.0001084715405388519","0","0","0","0","2.6931500575259406","0","-0.5423577026942595","0","0"
AVSL Industries Ltd,AVSL,"Specialty Chemicals","50.0592168","4.541259622743438","0","96",,"0",,,,"0","0",,"0","0",,"0","0","0",,,
Swastika Investmart Ltd,SWASTIKA,"Diversified Financials","49.9153405","17.856640875764434","0","1544","0","0",,,,"0","0","0","0","0","0","0","0","0","0","0","0"
Naturite Agro Products Ltd,NAPL,"Packaged Foods & Meats","49.9148","9.037009063444108","0","1030","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Dharni Capital Services Ltd,DHARNI,,"49.9065","6.656848306332843","0","171","0","0",,,,"0","0","0","0","0","0","0","0","0","8","0","0"
Technopack Polymers Ltd,TECHNOPACK,,"49.896","21.74074074074074","0","441",,"0",,,,"0",,,"0",,,"0",,,"-4.282123419361193","-4.282123419361193","0"
Globe Textiles (India) Ltd,GLOBE,"Textiles","49.876695","50.11859218017554","0.1892140808447713","53188",,"0",,,,"0","0",,"0","0",,"0","-13.450119281103383","0",,,
Angel Fibers Ltd,ANGEL,"Textiles","49.875","4.6","21.21936","263",,"0",,,,"0","0",,"1.1360000000000001","0",,"0","0","0",,,
JSG Leasing Ltd,COLABCLOUD,,"49.7862","4.63963725490196","0","563","0","0",,,,"0","0","0","0","0","0","0","4.7499999999999964","0",,,
Times Guaranty Ltd,TIMESGTY,"Investment Banking & Brokerage","49.55225099","23.13469953628034","0","21061","0","0.005559787789571818",,,,"0","-0.00011119575579143633","0","0","0","0","0.05281798400093227","0","0","0.011077784119381096","0","0"
Jagan Lamps Ltd,JAGANLAM,,"49.549056821","31.863195035245816","0","5675","0","0",,,,"0","0","0","0","0","0","0","0.817185262470332","0",,,
Saumya Consultants Ltd,SAUMYA,"Diversified Financials","49.432740556","9.216931802189924","0","1507","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Dev Labtech Venture Ltd,DEVLAB,,"49.37869983","16.628483694930047","0","682",,"0",,,,"0",,,"0",,,"0",,,"8.019093078758951","0","0"
Excel Realty N Infra Ltd,EXCEL,"Construction & Engineering","49.374325","43.55563300673794","0","97169","0","0","-0.9865721651899695","0","0","0","-0.02168945009876709","-0.0031360427502171925","0.05600381153955346","0","0","0","-0.9924185918408881","0","-2.16269486329453","0","0"
Wires and Fabriks (SA) Ltd,WIREFABR,"Industrial Machinery","49.2973125","15.580008179959101","0","2986","0","0.0179959100204499",,,,"0","0","0","0","-0.003271983640081799","0","0.0212678936605317","0","0",,,
Garment Mantra Lifestyle Ltd,GARMNTMNTR,,"49.28856855","13.533105109825714","0","6424","0","0","0.20316595765626116","0","0","0","0","0","0","0","0","0","0.2787265506821015","0",,,
Binayak Tex Processors Ltd,ZBINTXPP,"Textiles","49.2468555","19.781105018979332","0","404","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Kcl Infra Projects Ltd,KCLINFRA,"Construction & Engineering","49.23897","8.660724621168963","0","8939","0","0",,,,"0","0","0","0","-1.3292317040750445","0","0","0.6419186510197115","0","-0.4468378122161858","0","0"
Transwarranty Finance Ltd,TFL,"Diversified Financials","49.15808603","7.055709008883196","0","5865","0","0",,,,"0","0.000014308743770790605","-0.0029496453230358345","0.000014308743770790605","0","0","0","8.186645543145197","0","0.25799792704465774","0.25799792704465774","0.25799792704465774"
Shree Krishna Infrastructure Ltd,SKIFL,"Real Estate","49.14","0.9523809523809524","0","29","0","0",,,,"0","0","0","0","0","0","0","1.7913571428571373","0",,,
Auro Laboratories Ltd,AUROLAB,"Pharmaceuticals","49.0934025","36.0841235459286","0","10906","0","0.006417970316887284",,,,"0","0","0","0","0","0","0.006417970316887284","0","0","0.3010028078620137","0.3010028078620137","0"
Uttam Galva Steels Ltd,UTTAMSTL,"Iron & Steel","49.079735535000005","50.409873525819116","0","74760","0","0.026571047822171196",,,,"0","0.0024954290944102647","0.0024954290944102647","0.08326297922053381","-0.00014058755461466427","-0.00014058755461466427","0.031913374897528365","-9.280007339795052","0",,,
Quadrant Televentures Ltd,QUADRANT,"Telecom Services","48.98082144","18.602630605453562","49.47326893993389","33274","0","0",,,,"1.7577826885869392","0","0","0.020416154131366892","-0.0003266584661023586","-0.0003266584661023586","4.227322488938642","0","0",,,
Pee Cee Cosma Sope Ltd,PCCOSMA,"FMCG - Household Products","48.955625","19.751875295229098","0","2483","0","0",,,,"0","0","0","0","0","0","0","0","0","0.40083136513934803","0.40083136513934803","0"
Abm International Ltd,ABMINTLLTD,"Plastic Products","48.87456","5.148065476190476","0","1349","0","0",,,,"0",,"0","0",,"0","0",,,,,
B C C Fuba India Ltd,BCCFUBA,,"48.8696796","14.511539805552562","6.531657310067571","11413","0","0.18615223333692577","-2.220446049250313e-16","-2.220446049250313e-16","0","0","0","0","0","0","0","0.1913775591849798","0","0",,,
Sadhna Broadcast Ltd,SADHNA,"TV Channels & Broadcasters","48.72899898","43.848656511022796","0","67664","0","0",,,,"0","0","0","0","0","0","0","-9.672275878136656","0",,,
Innovassynth Investments Ltd,INOVSYNTH,"Specialty Chemicals","48.55607","20.618132604323694","0","27525","0.000040185157322958354","0.29780728204139945",,,,"3.354599730526676","0.0000018210393320158835","0.0000018210393320158835","0.013495499584568482","0.0004992443809963554","0.0004992443809963554","3.6998389973717143","0.00489375859790897","0.000040185157322958354",,,
Texel Industries Ltd,TEXELIN,"Agricultural & Farm Machinery","48.495291535","32.014047526232694","12.525467076769889","6172","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Chartered Capital and Investment Ltd,CHRTEDCA,"Investment Banking & Brokerage","48.48676","10.043664497277195","0","596","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Shalimar Productions Ltd,SHALPRO,"Movies & TV Serials","48.232087337","48.57229459780864","0","165052","0","0",,,,"0","0","0","0","0","0","0","0","0","0.06931620181893522","-0.26599580296741904","-0.26599580296741904"
Meera Industries Ltd,MEERA,"Industrial Machinery","48.182727551999996","18.490146267425654","0","3172","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Advance Metering Technology Ltd,AMTL,"Electrical Components & Equipments","48.172398","20.728015242255534","0","10327","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
JSL Industries Ltd,JSLINDL,,"48.128588","12.94021133551643","0","2521","0","0",,,,"12.536503252495171","0","0","0","0","0","12.550303782026601","0","0",,,
Terai Tea Co Ltd,TERAI,"Tea & Coffee","47.9143245","5.905324669661157","0","1943","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Standard Surfactants Ltd,STDSFAC,,"47.8300143","29.464590454818257","0","15104","0.0008326564140708897","0.08350076977272133","24.055900795770885","0","0","0","0","0","0","-0.008210319555705822","0.001131892312877622","0.11350885890979308","2.88292631047576","-0.006039775305346828",,,
Deccan Health Care Ltd,DECCAN,"FMCG - Personal Products","47.720904","12.41523002162742","0","897",,"0",,,,"0","0",,"0","0",,"7.802241131056528","0","0",,,
Modern Dairies Ltd,MODAIRY,,"47.642476023","31.418231866819447","45.68971916256277","15629","0","0.04030898811961186",,,,"0","0","0","0","0","0","0.04030898811961186","0.02186977014999769","0",,,
Shristi Infrastructure Development Corporation Ltd,SHRISTI,"Construction & Engineering","47.4414","1.6441981981981983","13.873873873873874","5307","0","0",,,,"0","0","0","0","0","0","0","0","0",,,
Karma Energy Ltd,KARMAENG,"Renewable Energy","47.4366638","11.911605596513303","0","7769","0","0","0","0","0","0","0","-0.001728620721426029","0","0","0","0","0","0","-6.886090290354695","-6.886090290354695","0"
Tantia Constructions Ltd,TANTIACONS,"Construction & Engineering","47.280751210000005","17.079793548821662","38.37053926961073","10918","0","0",,,,"0","0","-0.0012873103417850708","0","0","0","0","0","0",,,
JFL Life Sciences Ltd,JFLLIFE,"Pharmaceuticals","47.07332748","20.612012193364496","0","921","0","0",,,,"0",,"0","0",,"0","0",,,,,
Aarvee Denims and Exports Ltd,AARVEEDEN,"Apparel & Accessories","47.036899","14.198347812001808","33.55746852061825","9787","0","0",,,,"2.10469824977195","0","-0.0008098960775454182","0","0","0","2.105977033052285","0","0",,,
Chennai Ferrous Industries Ltd,CHENFERRO,"Iron & Steel","47.020819905","15.22495851723494","0","7770","0","0","0","0","0","0","0","0","0","0","0","0","-0.019114947417250505","0",,,
