Name,Ticker,"Sub-Sector","Market Cap","Close Price","Depreciation & Amortization","Dividend Per Share","EBITDA","Employee Cost","Earnings Per Share","Interest & Other Items","Net Income","Operating & Other expenses","PBIT","PBT","Power & Fuel Cost","Payout Ratio","Raw Materials","Selling & Administrative Expenses","Taxes & Other Items","Total Revenue","EBITDA (Q)","EPS (Q)","Net Income (Q)","Operating and Other Expenses (Q)","PBIT (Q)","PBT (Q)","Total revenue (Q)"
Wipro Ltd,WIPRO,"IT Services & Consulting","217743.32209097","417.95","3340.2","1","19113.600000000006","53764.4","20.69282144882623","1007.7","11350.000000000004","13626.7","15773.400000000005","14765.700000000004","0","0.04832593769162994","649.4","5599.2","3415.7000000000003","92753.3","4844.0999999999985","5.23","2870.0999999999985","18635.2","4106.0999999999985","3797.4999999999986","23479.3"
Oil and Natural Gas Corporation Ltd,ONGC,"Oil & Gas - Exploration & Production","209776.15576005","167.2","24557.05","11.25","75497.17000000004",,"28.17","7889.36","35440.48000000004","617440.19","50940.12000000004","43050.76000000004",,"0.3993610223642172",,,"7610.28","692937.36","14691.079999999987","2.95","3715.4799999999877","152037.72","7971.889999999988","5903.779999999988","166728.8"
JSW Steel Ltd,JSWSTEEL,"Iron & Steel","190441.81296729","799.05","7474","3.4","20031","3915","13.72853673353303","6902","4144","29195","12557","5655","17452","0.24765931475386105","95970","1018","1511","167581","8396","15.24","3664","39031","6387","4249","47427"
NTPC Ltd,NTPC,"Power Generation","186709.30641017","192.9","14792.27","7.25","49865.8",,"17.44","11156.06","16912.550000000003","128891.14","35073.53","23917.47",,"0.4157110091743119",,,"7004.92","178756.94","13026.280000000002","5.01","4860.670000000004","32310.52","9177.820000000003","6318.280000000003","45336.8"
Mahindra and Mahindra Ltd,M&M,"Four Wheelers","184846.02855138","1545.35","4356.81","16.25","24246.739999999998","9677.95","89.00772017591993","5829.7","10281.499999999996","8515.000000000002","19889.929999999997","14060.229999999996","830.48","0.18256843302898415","76019.87","7681.87","3778.73","126971.91","6319.470000000001","23.68","2636.670000000002","26797.92","5125.0700000000015","3491.5100000000016","33117.39"
Power Grid Corporation of India Ltd,POWERGRID,"Power Transmission & Distribution","169677.8909168","244.25","13333.38","14.75","40668.94",,"22.1","9633.94","15417.120000000003","6185.27","27335.560000000005","17701.620000000003",,"0.667420814479638",,,"2284.5","46854.21","11124.41","6.19","4320.43","1433.03","7810.42","5335.3","12557.44"
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,"Ports","157992.5624373","732.45","3423.24","5","11275.009999999998",,"24.58","2362.64","5310.179999999999","11178.16","7851.769999999999","5489.129999999999",,"0.20341741253051263",,,"178.95","22453.17","2386.92","5.36","1158.8800000000003","3799.55","1542.0300000000002","919.4700000000003","6186.47"
Adani Green Energy Ltd,ADANIGREEN,"Renewable Energy","155179.74170727","985","1300","0","5637","40","6.187963997198036","2911","974","2871","4337","1426","8","0",,"136","452","8692","2529","3.02","507","459","2137","799","2988"
Tata Motors Ltd,TATAMTRDVR,"Four Wheelers","151860.114896325","346.3","23548.71","0","21172.600000000006",,"-36.99","8097.17","-13451.389999999994","231265.34","-2376.1099999999933","-10473.279999999993",,"0",,,"2978.11","252437.94","88.76000000000204","4.37","-1645.689999999998","20218.14","-875.3999999999979","-1690.279999999998","20306.9"
LTIMindtree Ltd,LTIM,"IT Services & Consulting","147659.0806827","4985.05","722.7","60","6664.5999999999985","20879.9","149.0787545576742","150.4","4408.299999999999","4795.499999999998","5941.899999999999","5791.499999999999","50.8","0.40247183562824684","0","1349.1","1383.1999999999998","33739.9","1767.1000000000004","38.92","1151.5000000000005","7066.6","1582.4000000000003","1536.4000000000003","8833.7"
Tata Steel Ltd,TATASTEEL,"Iron & Steel","142625.33679","116.95","9335.2","3.6","33869.019999999975","22419.32","1.3039767738373789","6298.7","8760.399999999972","37082.830000000016","24533.819999999974","18235.119999999974","9526.91","2.760785369976967","116597.19","25519.92","9474.720000000001","245015.19","7496.580000000002","1.4","1704.860000000002","55742.34","5114.370000000002","3320.770000000002","63238.92"
HDFC Life Insurance Company Ltd,HDFCLIFE,"Insurance","141639.04678791002","661.05","75.93","1.9","1517.2600000000093","3079.95","6.420812238754794",,"1368.2800000000093","1808.7500000000073","1441.3300000000092","1441.3300000000092",,"0.29591271779167805",,"65238.439999999995","73.05","71644.40000000001","524.5800000000017","1.7","361.97000000000173","21214.929999999997","524.5800000000017","524.5800000000017","21739.51"
Coal India Ltd,COALINDIA,"Mining - Coal","140879.96955521998","229.75","4675.27","24.25","43360.390000000014",,"45.7","684.31","28165.19000000001","101442.18","38685.12000000001","38000.81000000001",,"0.5306345733041575",,,"9835.62","144802.57","9179.819999999996","8.98","5533.229999999997","31254.2","7837.3399999999965","7642.269999999997","40434.02"
Indian Oil Corporation Ltd,IOC,"Oil & Gas - Refining & Marketing","138741.167112975","98.75","13181.05","3","35760.09999999998",,"7.11","7541.36","9792.119999999977","811056.92","22579.049999999977","15037.689999999977",,"0.42194092827004215",,,"5245.570000000001","846817.02","19004.119999999995","7.47","10289.819999999996","186172.92","15715.969999999996","13758.609999999995","205177.04"
Hindustan Zinc Ltd,HINDZINC,"Mining - Diversified","136583.436675","323.15","3264","75.5","18885",,"24.88","333","10511","16592","15621","15288",,"3.034565916398714",,,"4777","35477","4609","6.11","2583","4254","3681","3505","8863"
Pidilite Industries Ltd,PIDILITIND,"Diversified Chemicals","136568.547274575","2676.6","269.74","11","2040.6199999999997","1245.63","25.049754478468675","47.64","1273.2499999999995","508.0600000000006","1770.8799999999997","1723.2399999999996","97.04","0.43912606047516217","6821.12","1142.88","449.99","11855.35","480.52","5.57","283.03000000000003","2231.55","404.36","392.52000000000004","2712.07"
Bajaj Auto Ltd,BAJAJ-AUTO,"Two Wheelers","136488.72599166998","4868.7","285.85","140","8167.339999999995","1484.47","211.77535792473245","39.51","6060.209999999994","1319.959999999999","7881.489999999994","7841.979999999994","122.6","0.6610778580280229","26221.58","856.24","1781.77","38172.189999999995","2251.869999999999","60.3","1704.7399999999993","7272.02","2175.879999999999","2160.109999999999","9523.89"
Siemens Ltd,SIEMENS,"Conglomerates","132088.46","3635.4","317.1","10","2346.199999999998","1805.7","43.32525258918503","36.3","1542.8999999999983","3323.8999999999996","2029.099999999998","1992.7999999999981","51.8","0.230812272344287","8119.7","977.1","449.9","16624.399999999998","737.7999999999993","13.26","471.7999999999993","4236.6","659.2999999999993","649.3999999999993","4974.4"
SBI Life Insurance Company Ltd,SBILIFE,"Insurance","131171.542949025","1314.05","0","2.5","1905.8300000000017",,"17.19",,"1720.5700000000018","80487.9","1905.8300000000017","1905.8300000000017",,"0.14543339150668994",,,"185.26","82393.73","821.5499999999993","7.76","776.8499999999992","22196.68","821.5499999999993","821.5499999999993","23018.23"
Hindustan Aeronautics Ltd,HAL,"Aerospace & Defense Equipments","129103.669875","3836.95","1784.67","40","8352.14",,"174.28","57.97","5827.73","20248.31","6567.469999999999","6509.499999999999",,"0.22951572182694516",,,"681.77","28600.45","3954.5699999999997","84.67","2831.1899999999996","9262.33","2898.96","2843.66","13216.9"
DLF Ltd,DLF,"Real Estate","124013.1164706","504.9","148.63","4","2043.1900000000014","547.88","8.2245399440615","392.14","2035.8300000000013","2888.1399999999994","1894.5600000000013","1502.4200000000014","23.69","0.4863493918450948","0","509.24","-533.41","6012.14","517.99","2.3","570.01","1057.71","481.95","397.39","1575.7"
Britannia Industries Ltd,BRITANNIA,"FMCG - Foods","122021.47007063999","5052.55","225.91","72","3427.779999999999",,"96.39","169.1","2321.769999999999","13469.64","3201.869999999999","3032.769999999999",,"0.7469654528478058",,,"711","16897.42","861.29","23.19","558.6599999999999","3222.29","795.9599999999999","761.0999999999999","4083.58"
Tech Mahindra Ltd,TECHM,"IT Services & Consulting","121326.71602338001","1252.95","1956.7","50","8727.799999999997","27691.8","54.97892854868208","325.6","4831.299999999997","14639.699999999999","6771.099999999998","6445.499999999997","175.3","0.909439331028916","0","3020.6","1614.2","54255.2","2108.5","12.67","1117.6999999999998","11915.2","1618.3","1524.8999999999999","14023.7"
Grasim Industries Ltd,GRASIM,"Cement","117121.48936158001","1819.45","4551.59","10","25322.03",,"103.98","6043.73","6827.259999999999","96126.06","20770.44","14726.71",,"0.09617234083477591",,,"7899.45","121448.09","6438.220000000005","20.85","1368.9200000000046","27331.51","5230.880000000005","3415.0300000000047","33769.73"
Indusind Bank Ltd,INDUSINDBK,"Private Banks","110160.331195365","1425.15","0","14","9932.190000000002",,"96.01",,"7443.130000000003","34608.5","9932.190000000002","9932.190000000002",,"0.14581814394333922",,,"2489.06","44540.69","2839.8899999999994","27.38","2124.4399999999996","10099.58","2839.8899999999994","2839.8899999999994","12939.47"
Godrej Consumer Products Ltd,GODREJCP,"FMCG - Personal Products","106759.97900996999","1060.4","236.29","0","2557.499999999998","1111.48","16.647725485877185","188.48","1702.4599999999982","1026.48","2321.209999999998","2132.729999999998","154.63","0","6489.85","2144.44","430.27","13484.38","676.6100000000001","4.42","452.1400000000001","2581.46","608.0200000000001","555.5100000000001","3258.07"
Varun Beverages Ltd,VBL,"Soft Drinks","106509.70398486","812.6","617.19","1.75","2844.92","1216.64","11.526736688626162","204.09","1497.4300000000003","269.60999999999945","2227.73","2023.64","479.22","0.15182094006942892","6605.66","1795.94","526.2099999999999","13211.99","808.1500000000001","3.3050165250826256","429.08","3094.96","635.95","573.38","3903.11"
Vedanta Ltd,VEDL,"Metals - Diversified","105355.700350395","282.2","10555","101.5","37056","3098","28.4247311827957","6225","10574","25762","26501","20276","30950","3.570834121429922","44527","9519","9702","150912","8828","5.07","1881","29807","6063","4258","38635"
Interglobe Aviation Ltd,INDIGO,"Airlines","104116.99408495","2730.65","5102.97","0","7930.32",,"-7.93","3131.73","-305.78000000000054","47951.1","2827.3499999999995","-304.38000000000056",,"0",,,"1.4","55881.42","3191.210000000001","23.84","919.1900000000009","11408.91","1838.0500000000009","919.8200000000008","14600.12"
Bank of Baroda Ltd,BANKBARODA,"Public Banks","103427.24358","199.05","2031.86","5.5","22596.40000000001","14342.73","28.746604981583573",,"14905.200000000008","68317.18","20564.540000000008","20564.540000000008",,"0.1913269411648283",,"5521.67","5659.34","110777.98","7095.890000000003","10.16","5050.200000000003","25432.17","7095.890000000003","7095.890000000003","32528.06"
Dabur India Ltd,DABUR,"FMCG - Personal Products","101812.25202230501","578.5","310.96","5.2","2607.88","1137","9.656609664960005","78.24","1707.1500000000003","1889.3999999999987","2296.92","2218.6800000000003","150.59","0.538491269753683","4762.03","1428.38","511.53000000000003","11975.279999999999","530.3699999999999","1.7","300.82999999999987","2268.15","428.3699999999999","396.2499999999999","2798.52"
Hindalco Industries Ltd,HINDALCO,"Metals - Aluminium","98317.16439984","441.55","7086","3","23973",,"45.42","3646","10097","200536","16887","13241",,"0.06605019815059444",,,"3144","224509","5681","10.85","2411","50530","3825","2839","56211"
Divi's Laboratories Ltd,DIVISLAB,"Labs & Life Sciences Services","96578.7967469","3666.55","343.18","30","2712.4800000000005",,"68.69","0.67","1823.3800000000006","5399.69","2369.3000000000006","2368.6300000000006",,"0.43674479545785416",,,"545.25","8112.17","553.74","12.09","320.97","1463.18","466.72","466.48","2016.92"
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,"Consumer Finance","96234.24613130999","1158.55","121.09","2","3735.6800000000003","1360.37","32.410796422138276",,"2664.8500000000004","7490.85","3614.59","3614.59",,"0.06170783259845768",,"518.69","949.74","13105.59","1198.0700000000002","10.4","855.2000000000002","2636.5099999999998","1162.5700000000002","1162.5700000000002","3834.58"
ABB India Ltd,ABB,"Heavy Electrical Equipments","95221.02830625","4204","104.7","5.5","1473.5099999999995","635.29","47.95610366980537","15.4","1016.2299999999993","432.6900000000005","1368.8099999999995","1353.4099999999994","22.57","0.11468821649626569","5402.71","1119.49","337.18","9086.26","357.2800000000002","11.58","244.89000000000016","2126.18","329.8000000000002","327.57000000000016","2483.46"
Adani Power Ltd,ADANIPOWER,"Power Generation","94764.98978037","244.15","3303.68","0","14311.880000000005","569.99","27.81127771034632","3333.5","10726.640000000005","2233.680000000001","11008.200000000004","7674.700000000004","25480.85","0",,"444.12","-3051.94","43040.520000000004","2460.67","12.81","5242.4800000000005","8334.65","1643.72","897.72","10795.32"
Bharat Electronics Ltd,BEL,"Electronic Equipments","92761.09334001","126","428.82","1.2","4366.680000000002",,"4.09","14.95","2984.420000000002","13648.56","3937.860000000002","3922.910000000002",,"0.293398533007335",,,"938.49","18015.24","1898","1.9","1382.02","4647.28","1784.02","1781.56","6545.28"
Eicher Motors Ltd,EICHERMOT,"Trucks & Buses","91130.7602643","3317.1","526.21","37","4353.859999999999",,"106.56","28.02","2913.9399999999987","10998.6","3827.6499999999987","3799.6299999999987",,"0.3472222222222222",,,"885.69","15352.46","1312.54","33.11","905.5799999999999","2870.67","1164.51","1156.35","4183.21"
Adani Transmission Ltd,ADANITRANS,"Power Infrastructure","86908.03493253","780.3","1607.74","0","6100.9299999999985","986.65","11.342287106592266","2781.47","1256.329999999999","2182.8000000000006","4493.189999999999","1711.719999999999","5224.16","0",,"381.5","455.39","14876.039999999999","1705.6599999999999","3.49","389.44999999999993","2154.46","1290.11","659.6199999999999","3860.12"
Dr Reddy's Laboratories Ltd,DRREDDY,"Pharmaceuticals","86784.025455495","5339.3","1250.2","40","7441.499999999998","4646.6","270.7461700594158","142.8","4507.299999999998","2477.6","6191.299999999998","6048.499999999998","477.4","0.14773985534577244","7586.8","3132.3","1541.1999999999998","25762.2","1680","57.79","960.0999999999999","4781.3","1364.5","1329.1","6461.3"
Shree Cement Ltd,SHREECEM,"Cement","86695.90371684","23409.05","1660.67","100","3418.5800000000054","977.77","352.18227737407375","262.87","1270.7000000000055","1697.8899999999992","1757.9100000000053","1495.0400000000054","6080.66","0.2839438734555744","1507.76","4628.75","224.33999999999997","18311.410000000003","1034.92","145.72","525.7700000000002","4210.99","562.1000000000001","490.83000000000015","5245.91"
Havells India Ltd,HAVELLS,"Electrical Components & Equipments","85450.2049192","1348.05","296.17","7.5","1798.2900000000002","1268.32","17.10918016997759","55.06","1071.7300000000002","425.11999999999875","1502.1200000000001","1447.0600000000002","119.27","0.43836115614473786","11972.25","1617.71","375.33","17200.96","573.8599999999997","5.71","358.0399999999996","4332.06","496.43999999999966","486.68999999999966","4905.92"
Cipla Ltd,CIPLA,"Pharmaceuticals","83612.30708088001","1056.55","1172.11","8.5","5320",,"34.72","109.54","2801.9100000000008","17908.57","4147.89","4038.3500000000004",,"0.24481566820276499",,,"1236.4399999999998","23228.57","1125.9500000000007","6.51","525.6500000000007","4747.98","779.7300000000007","745.3700000000007","5873.93"
Ambuja Cements Ltd,AMBUJACEM,"Cement","83258.10445197","420.9","1644.67","2.5","5569.060000000007","1856.53","13.010380516468416","194.9","2583.4000000000065","4083.809999999998","3924.3900000000067","3729.4900000000066","11761.9","0.1921542568901443","5230.77","11200.69","1146.0900000000001","39702.76","1380.6499999999996","3.25","644.9399999999998","6874.08","1028.3199999999997","988.8899999999998","8254.73"
Bharat Petroleum Corporation Ltd,BPCL,"Oil & Gas - Refining & Marketing","83155.69943518001","387.95","6368.82","4","12935.330000000016",,"10.01","3745.38","2131.0500000000166","463941.99","6566.510000000017","2821.1300000000165",,"0.3996003996003996",,,"690.0799999999999","476877.32","11428.969999999987","32.26","6870.469999999986","108205.57","9824.179999999986","8854.499999999985","119634.54"
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,"Asset Management","82987.67513415","7469","33.86","123","5045.37","49.78","435.8313436246193",,"4850.52","32.010000000000005","5011.51","5011.51",,"0.282219261646174",,"67.2","160.99","5194.36","1376.14","121.5","1352.75","36.8","1367.64","1367.64","1412.94"
SBI Cards and Payment Services Ltd,SBICARD,"Payment Infrastructure","81931.125570925","853.45","163.81","2.5","3194.379999999999","561.89","23.908680504380317",,"2258.4699999999993","10529.400000000001","3030.5699999999993","3030.5699999999993",,"0.1045645325153755",,,"772.0999999999999","14285.67","844.73","6.31","596.47","3071.84","799.6700000000001","799.6700000000001","3916.57"
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,"Insurance","80498.68907776999","547.75","83.76","0.6","1168.3099999999904","1453.8","5.6574037026862305",,"813.4999999999905","3296.029999999999","1084.5499999999904","1084.5499999999904",,"0.10605571593116289",,"45453.810000000005","271.05","51371.95","216.2699999999968","1.43","206.1899999999968","23663.280000000002","216.2699999999968","216.2699999999968","23879.55"
Tata Consumer Products Ltd,TATACONSUM,"Tea & Coffee","79936.80742425","873.1","304.08","8.45","2184.8","1120.36","13.009767974089343","87.16","1203.7700000000002","1847.87","1880.7200000000003","1793.5600000000002","149.43","0.649511967994301","7107.06","1785.26","589.79","14194.78","560.6000000000004","2.89","268.5900000000003","3113.43","477.74000000000035","450.0800000000003","3674.03"
Mankind Pharma Ltd,MANKIND,"Pharmaceuticals","75242.5266852","1888.6","325.92","0","2041.62",,"32","44.47","1281.8399999999997","6848.8","1715.6999999999998","1671.2299999999998",,"0",,,"389.39","8890.42","466.9599999999998","7.13","285.4299999999998","1635.99","382.4399999999998","377.2799999999998","2102.95"
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,"Hospitals & Diagnostic Centres","74417.18707691999","5195.45","615.24","15","2096.800000000001",,"56.97","380.79","819.0700000000011","14605.99","1481.560000000001","1100.7700000000011",,"0.2632964718272775",,,"281.70000000000005","16702.79","508.0699999999997","10.05","144.5199999999997","3814.05","349.0099999999997","253.5999999999997","4322.12"
GAIL (India) Ltd,GAIL,"Gas Distribution","71997.34109085","110.45","2701.57","4","10324.51000000001",,"8.52","366.58","5616.00000000001","138387.05","7622.94000000001","7256.36000000001",,"0.4694835680751174",,,"1640.36","148711.56","1426.6899999999987","0.96","634.1799999999987","32708.3","795.8299999999987","688.8999999999987","34134.99"
Punjab National Bank,PNB,"Public Banks","70635.66480457","63.85","904.87","0.65","6055.7300000000105","14942.59","3.0410001533121176",,"3348.4500000000107","73918.26999999999","5150.860000000011","5150.860000000011",,"0.2137454676850476",,"4457.7300000000005","1802.4099999999999","99374.31999999999","2629.6899999999987","1.69","1729.1599999999985","25502.54","2629.6899999999987","2629.6899999999987","28132.23"
United Spirits Ltd,MCDOWELL-N,"Alcoholic Beverages","70622.131072035","975.05","282.5","0","1665.0000000000014","610","15.630098385960377","103.9","1136.3000000000013","2383.5","1382.5000000000014","1278.6000000000013","16.7","0","4361","2040.1","142.3","11076.300000000001","235.10000000000036","1.45","102.80000000000035","2285.7","166.30000000000035","130.30000000000035","2520.8"
Adani Total Gas Ltd,ATGL,"Gas Distribution","70514.323471545","640.05","113.1","0.25","924.0700000000004","55.68","4.968948807136918","78.43","546.4900000000005","124.7699999999998","810.9700000000004","732.5400000000004","83.29","0.050312452332156074","3083.32","161.26","186.05","4432.39","204.65999999999997","0.89","97.90999999999994","919.61","173.79999999999995","141.68999999999994","1124.27"
Tata Power Company Ltd,TATAPOWER,"Power Transmission & Distribution","70137.70305665","218.15","3439.2","2","13267.849999999999","3801.4","10.436185513362675","4371.65","3336.4399999999982","5884.919999999999","9828.649999999998","5456.999999999998","36708.56","0.19164090149980229",,"1460.6","2120.56","61123.329999999994","3279.9300000000003","2.43","777.7300000000001","10526.05","2353.63","1158.0700000000002","13805.98"
Marico Ltd,MARICO,"FMCG - Personal Products","68703.93273579","539.15","155","4.5","1954","653","10.085063966973639","56","1302","1232","1799","1743","35","0.4462044082949308","4579","2715","441","11168","461","2.34","302","1847","418","401","2308"
Macrotech Developers Ltd,LODHA,"Real Estate","67279.25890719","685","92.8","1","1027.2999999999993","423.9","5.05244894619202","482","486.6999999999993","7396.699999999999","934.4999999999993","452.4999999999993","15.7","0.19792382083418972","0","747.6","-34.2","9611.199999999999","785.0100000000002","7.725","744.3600000000002","2486.7","755.4000000000002","638.2100000000003","3271.71"
ICICI Lombard General Insurance Company Ltd,ICICIGI,"Insurance","67120.181551685","1398.7","142.35","10","2254.880000000001","1093.8","35.21427481957534",,"1729.050000000001","15521.89","2112.530000000001","2112.530000000001",,"0.2839757470865502",,,"383.48","18870.57","520.0100000000002","7.95","390.36000000000024","4203.61","520.0100000000002","520.0100000000002","4723.62"
Shriram Finance Ltd,SHRIRAMFIN,"Consumer Finance","66970.64617185","1782.85","600.69","35","8814.409999999996","2636.42","186.40415731904426",,"6011.039999999995","17348.430000000004","8213.719999999996","8213.719999999996",,"0.18776405260154663",,"1709.13","2202.68","30508.39","2277.830000000001","34.01","1285.190000000001","5701.919999999999","1850.740000000001","1850.740000000001","7979.75"
SRF Ltd,SRF,"Diversified Chemicals","66436.213903125","2242.6","575.32","7.2","3604.1299999999983","813.8","72.69764443043982","204.82","2162.339999999998","816.4700000000009","3028.809999999998","2823.989999999998","1472.25","0.09904034795638068","7402.43","836.1","661.65","14945.18","953.9300000000003","18.97","562.4500000000003","2846.49","799.2900000000003","733.3900000000003","3800.42"
Berger Paints India Ltd,BERGEPAINT,"Paints","66401.583962175","684.5","264.03","3.2","1525.6000000000004",,"8.86","99.23","859.4200000000003","9093.81","1261.5700000000004","1162.3400000000004",,"0.36117381489841993",,,"302.92","10619.41","361.6399999999999","1.91","185.68999999999988","2097.06","287.2299999999999","257.9299999999999","2458.7"
Samvardhana Motherson International Ltd,MOTHERSON,"Auto Parts","65189.17354092","96.7","3135.84","0.65","6321.560000000012",,"2.21","780.94","1495.590000000012","72636.15","3185.720000000012","2404.780000000012",,"0.29411764705882354",,,"909.1899999999999","78957.71","2071.09","0.97","653.96","20480.85","1231.39","952.95","22551.94"
Zomato Ltd,ZOMATO,"Online Services","65145.653052434995","77.65","436.9","0","-529",,"-1.2","48.7","-971.3000000000001","8289.9","-965.9","-1014.6",,"0",,,"-43.300000000000004","7760.9","-54.80000000000018","-0.23","-188.20000000000022","2281.4","-188.6000000000002","-204.4000000000002","2226.6"
Torrent Pharmaceuticals Ltd,TORNTPHARM,"Pharmaceuticals","65135.5171552","1930.35","672.34","22","2547.04","1251.22","31.06527303189548","297.68","1051.3899999999999","676.0600000000004","1874.6999999999998","1577.0199999999998","153.21","0.7081862753117302","2010.98","1138.57","525.63","7777.08","736","8.48","287","1764","540","433","2500"
Polycab India Ltd,POLYCAB,"Electrical Components & Equipments","64595.13287773001","4717.35","209.16","20","1976.1800000000007","456.77","84.88801437665919","59.76","1269.9600000000007","620.2400000000002","1767.0200000000007","1707.2600000000007","183.75","0.23560452140224877","10341.07","663.1","437.3","14241.11","612.56","26.66","399.28","3340.82","555.42","530.5","3953.38"
Jindal Steel And Power Ltd,JINDALSTEL,"Iron & Steel","64326.79601835","637.35","2690.95","2","9403.21",,"39.07","1445.89","3173.939999999999","44145.9","6712.259999999999","5266.369999999999",,"0.051190171487074485",,,"2092.43","53549.11","2049.540000000001","4.6","462.5600000000006","11658.15","1176.6600000000008","805.4900000000007","13707.69"
CG Power and Industrial Solutions Ltd,CGPOWER,"Heavy Electrical Equipments","63746.67177756","412.3","94.5","1.5","1291.4500000000003","421.7","6.484680698990866","28.17","962.6700000000002","381.8200000000003","1196.9500000000003","1168.7800000000002","38.03","0.23131439613263105","4853.61","276.4","206.11","7263.01","474.6400000000001","2.79","426.11000000000007","1627.45","449.9400000000001","447.4600000000001","2102.09"
TVS Motor Company Ltd,TVSMOTOR,"Two Wheelers","63381.37187874","1345.15","858.86","5","4162.7800000000025","2890.25","27.966870934748236","1367.89","1328.6700000000023","2587.53","3303.9200000000023","1936.0300000000022","133.47","0.17878296115664508","20984.21","1353.75","607.36","32111.99","1116.54","7.07","336.1","6982","884.76","486.5","8098.54"
Hero MotoCorp Ltd,HEROMOTOCO,"Two Wheelers","61883.96578591","3087.15","656.96",,"4551.390000000007","2189.83","145.66740770827695","19.87","2910.5800000000067","1491.6199999999994","3894.4300000000067","3874.5600000000068","112.96","0","24067.16","1957.85","963.98","34370.810000000005","1327.0299999999997","40.29","805.1199999999999","7344.79","1147.2799999999997","1128.1699999999998","8671.82"
IDBI Bank Ltd,IDBI,"Public Banks","61826.31250625","57.3","499.21","1","4227.190000000002","3691.39","3.4467367753569005",,"3706.0700000000024","14794.36","3727.9800000000023","3727.9800000000023",,"0.29012949499065027",,"2495.1000000000004","21.91","25208.04","1521.4799999999996","1.13","1200.2799999999995","5611.950000000001","1521.4799999999996","1521.4799999999996","7133.43"
Tube Investments of India Ltd,TIINDIA,"Cycles","61731.36186121999","3164.85","395.86","3.5","2201.2899999999995","1204.83","49.51987786782725","57.78","955.5799999999994","1150.0599999999995","1805.4299999999994","1747.6499999999994","273.47","0.0706786880480965","9858.16","640.73","792.07","15328.539999999999","677.5900000000001","24.77","311.8400000000002","3312.02","553.1800000000002","541.7500000000002","3989.61"
Zydus Lifesciences Ltd,ZYDUSLIFE,"Pharmaceuticals","61491.40144425","607.5","722.7","6","3437.7","2765.6","19.256888821785626","129.9","1960.3","2089.2","2715","2585.1","361.6","0.3115768105392032","6072","2697.9","624.8","17424","689.8999999999996","2.93","296.5999999999996","4358.5","511.2999999999996","483.5999999999996","5048.4"
Canara Bank Ltd,CANBK,"Public Banks","61399.238378940005","340","1020.96","12","15447.61","14292.75","62.039316017094905",,"11254.740000000002","77604.4","14426.650000000001","14426.650000000001",,"0.193425730172354",,"3865.01","3171.9100000000003","111209.76999999999","4228.730000000003","18.39","3205.7000000000035","27545.309999999998","4228.730000000003","4228.730000000003","31774.04"
Trent Ltd,TRENT,"Retail - Apparel","61017.645243344996","1716.45","493.69","2.2","1454.81","655.23","12.5093019806963","408.99","444.6899999999999","-135.33000000000044","961.1199999999999","552.1299999999999","144.28","0.17586912550315958","5211.05","1256.37","107.44","8586.41","291.9899999999998","1.52","54.15999999999978","1982.73","155.4199999999998","63.829999999999785","2274.72"
Info Edge (India) Ltd,NAUKRI,"Online Services","60371.3011055","4652.75","73.02","19","220.96000000000004",,"-8.34","7.34","-107.41999999999993","2517.58","147.94000000000005","140.60000000000005",,,,,"248.01999999999998","2738.54","-425.27000000000004","-21.15","-272.82000000000005","594.96","-445.47","-446.96000000000004","169.69"
Power Finance Corporation Ltd,PFC,"Specialized Finance","59771.44307712","226.2","51.8","13.25","26547.870000000003",,"60.19",,"15889.330000000004","51077.329999999994","26496.070000000003","26496.070000000003",,"0.22013623525502576",,,"10606.74","77625.2","7776.060000000001","17.71","4676.710000000001","12298.05","7761.8200000000015","7761.8200000000015","20074.11"
Max Healthcare Institute Ltd,MAXHEALTH,"Hospitals & Diagnostic Centres","59407.020884115","609.25","232.19","1","1379.77",,"1.38","83.86","1103.51","3322.07","1147.58","1063.72",,"0.7246376811594204",,,"-39.78999999999999","4701.84","380.56000000000006","2.58","250.92000000000007","874.17","320.21000000000004","300.68000000000006","1254.73"
Union Bank of India Ltd,UNIONBANK,"Public Banks","58129.527198330004","86.9","744.57","3","12891.110000000015","12524","12.453510597636493",,"8511.660000000016","68007.01999999999","12146.540000000015","12146.540000000015",,"0.24089592862026868",,"3656.4","3634.8799999999997","97078.53","3912.279999999999","4.11","2798.589999999999","23851.23","3912.279999999999","3912.279999999999","27763.51"
Indian Hotels Company Ltd,INDHOTEL,"Hotels, Resorts & Cruise Lines","56851.52368855","398.6","416.06","1","1946.7499999999995","1582.25","7.058361677981793","236.05","1002.5899999999996","1166.37","1530.6899999999996","1294.6399999999996","303.09","0.14167593637478937","472.89","489.48","292.05000000000007","5960.83","564.5799999999999","2.31","328.26999999999987","1089.96","456.9799999999999","399.9999999999999","1654.54"
Bosch Ltd,BOSCHLTD,"Auto Parts","56336.3916368","19058.4","385.6","480","2279.9000000000015","1145.9","483.3245404772017","12.1","1425.5000000000016","729.9999999999991","1894.3000000000015","1882.2000000000016","106.5","0.9931215152578032","9602.5","1537.7","456.70000000000005","15402.5","658.1999999999998","134.99","398.0999999999998","3541","537.5999999999998","532.9999999999998","4199.2"
