Name,Ticker,"Sub-Sector","Market Cap","Close Price","Depreciation & Amortization","Dividend Per Share","EBITDA","Employee Cost","Earnings Per Share","Interest & Other Items","Net Income","Operating & Other expenses","PBIT","PBT","Power & Fuel Cost","Payout Ratio","Raw Materials","Selling & Administrative Expenses","Taxes & Other Items","Total Revenue","EBITDA (Q)","EPS (Q)","Net Income (Q)","Operating and Other Expenses (Q)","PBIT (Q)","PBT (Q)","Total revenue (Q)"
Pritika Auto Industries Ltd,PRITIKAUTO,"Auto Parts","148.9698","16.85","11.91","0","42.74000000000001",,"1.77","9.25","14.830000000000009","320.5","30.83000000000001","21.58000000000001",,"0",,,"6.750000000000001","363.24","9.379999999999995","0.3","1.8899999999999952","79.25","6.299999999999995","3.9399999999999955","88.63"
Triton Valves Ltd,TRITONV,"Auto Parts","148.84346410499998","1717.35","12.65","0","14.830000000000041",,"-83.27","11.71","-8.659999999999961","348.21","2.1800000000000406","-9.52999999999996",,"0",,,"-0.87","363.04","4.38000000000001","-23.91","-2.47999999999999","92.3","0.8700000000000099","-2.89999999999999","96.68"
Vishal Bearings Ltd,VISHALBL,"Industrial Machinery","148.80789","144.6","4.7","0","19.83",,"7.3","4.25","8.009999999999998","95.73","15.129999999999999","10.879999999999999",,"0",,,"2.87","115.56","3.780000000000001","1.43","1.6300000000000012","21.73","2.610000000000001","1.6500000000000012","25.51"
United Nilgiri Tea Estates Company Ltd,UNITEDTEA,"Tea & Coffee","148.67282133","300.55","3.65","2.7","18.679999999999993",,"24.25","0.1","12.119999999999992","69.89","15.029999999999992","14.929999999999993",,"0.11134020618556702",,,"2.81","88.57","4.120000000000001","5.64","2.8100000000000014","14.48","3.240000000000001","3.2100000000000013","18.6"
Alpa Laboratories Ltd,ALPA,"Pharmaceuticals","148.33623","70","1.33","0","17.49000000000001",,"5.9","0.22","12.63000000000001","84.88","16.16000000000001","15.94000000000001",,"0",,,"3.31","102.37","8.52","2.12","4.639999999999999","19.95","7.989999999999999","7.949999999999999","28.47"
Bal Pharma Ltd,BALPHARMA,"Pharmaceuticals","148.2692904","94.75","9.13","1","26.07000000000005",,"1.67","12.19","2.5700000000000482","279.09","16.940000000000047","4.750000000000048",,"0.5988023952095809",,,"2.1799999999999997","305.16","8.349999999999994","1.03","1.5999999999999943","74.29","6.2599999999999945","2.4099999999999944","82.64"
ResGen Ltd,RESGEN,,"148.1674","68.01","2.96","0","10.26",,"3.69","1.45","4.16","13.33","7.3","5.85",,"0",,,"1.69","23.59",,,,,,,
RKEC Projects Ltd,RKEC,"Construction & Engineering","147.902049","60.35","4.97","0","46.44",,"5.18","14.38","12.259999999999996","257.79","41.47","27.089999999999996",,"0",,,"14.83","304.23","19.889999999999993","0.15","0.20999999999999552","47.82","18.309999999999995","10.809999999999995","67.71"
Shree Ajit Pulp and Paper Ltd,SAPPL,"Paper Products","147.4431675","270","7.21","1","38.969999999999985","16.26","38.60585808426828","6.5","20.679999999999986","12.5","31.759999999999984","25.259999999999984","58.42","0.02590280464216636","236.83","18.7","4.58","381.68","3.809999999999988","0.78","0.40999999999998793","71.9","2.019999999999988","1.169999999999988","75.71"
Securekloud Technologies Ltd,SECURKLOUD,"Software Services","147.006662","46.2","17.98","0","-70.97000000000003",,"-14.62","10.32","-48.580000000000034","531.47","-88.95000000000003","-99.27000000000004",,"0",,,"-50.690000000000005","460.5","-23.22999999999999","-2.46","-8.169999999999995","129.89","-27.84999999999999","-30.359999999999992","106.66"
G M Polyplast Ltd,GMPL,,"146.978832","109","1.22","0","8",,"3.66","0.31","4.91","74.34","6.78","6.470000000000001",,"0",,,"1.56","82.34","1.5899999999999999","0.6786480188478414","0.9099999999999997","17.68","1.4499999999999997","1.3399999999999996","19.27"
Kritika Wires Ltd,KRITIKA,"Iron & Steel","146.8978","16","2.21","0.4","12.96999999999997",,"3.37","2.96","5.979999999999969","273.79","10.75999999999997","7.79999999999997",,"0.11869436201780416",,,"1.82","286.76","5.439999999999998","1.57","2.789999999999998","88.59","4.859999999999998","3.849999999999998","94.03"
Comfort Intech Ltd,COMFINTE,"Consumer Finance","146.85157872","4.54","0.24","0.006","8.870000000000005",,"0.021977099861943857","0.66","7.0400000000000045","133.49","8.630000000000004","7.970000000000004",,"0.2730114545454545",,,"0.9300000000000002","142.36","0.8500000000000014","0.01298646810023955","-1.1299999999999986","30.54","0.7800000000000014","0.5600000000000014","31.39"
Credent Global Finance Ltd,CGFL,,"146.67609375","141.8","0.61","1","10.680000000000001",,"14.940432302378829",,"6.720000000000002","8.889999999999999","10.070000000000002","10.070000000000002",,"0.06693246753246752",,,"3.35","19.57","8.46","1.2321005859753968","5.190000000000001","7.28","7.920000000000001","7.920000000000001","15.74"
Freshtrop Fruits Ltd,FRSHTRP,"Agro Products","146.4445496","147.5","5.06","0","17.55000000000001",,"8.55","1.52","8.460000000000013","229.72","12.490000000000013","10.970000000000013",,"0",,,"2.5100000000000002","247.27","11.219999999999999","6.95","6.879999999999998","66.24","9.919999999999998","9.599999999999998","77.46"
Srivasavi Adhesive Tapes Ltd,SRIVASAVI,"Specialty Chemicals","145.9939098","98.95","0.71","0","6.18",,"3.36","0.5","3.6199999999999997","53.54","5.47","4.97",,"0",,,"1.35","59.72",,,,,,,
Steelman Telecom Ltd,STML,,"145.143","150","4.01","0","7.239999999999981",,"1.03","2.18","0.8199999999999807","129.24","3.229999999999981","1.0499999999999807",,"0",,,"0.22999999999999998","136.48",,,,,,,
SAB Industries Ltd,SAB,"Conglomerates","145.10414412","97.02","0.13","0","9.1","2.82","5.713317183514772","0.18","8.69","0.3699999999999999","8.969999999999999","8.79","0.25","0","0","0.74","0.1","13.28","9.95","6.54","9.950000000000001","1.25","9.91","9.870000000000001","11.2"
Motor and General Finance Ltd,MOTOGENFIN,"Real Estate","145.03332655","36.95","1.28","0","-1.3399999999999999",,"-0.68",,"-2.62","10.34","-2.62","-2.62",,"0",,,"0","9","-1.6599999999999997","-0.51","-1.9799999999999998","4.68","-1.9799999999999998","-1.9799999999999998","3.02"
Coral India Finance and Housing Ltd,CORALFINAC,"Real Estate","144.2819655","35.6","0.09","0.3","22.39","0.98","4.540692232252686",,"18.3","7.279999999999999","22.3","22.3",,"0.0660692213114754",,,"4","30.65","7.6","1.53","6.18","3.4","7.58","7.58","11"
Samrat Forgings Ltd,SAMRATFORG,,"144.25","300","3.22","0","15.27000000000001",,"9.77","5.06","4.8900000000000095","166.42","12.05000000000001","6.99000000000001",,"0",,,"2.1","181.69","3.6499999999999986","2.15","1.0699999999999987","41.79","2.8299999999999987","1.3599999999999988","45.44"
Rexnord Electronics and Controls Ltd,REXNORD,"Industrial Machinery","144.0198","127","2.49","0","12.679999999999993",,"5.69","1.61","6.3499999999999925","77.03","10.189999999999992","8.579999999999993",,"0",,,"2.2300000000000004","89.71","0.7199999999999989","-0.35","-0.39000000000000107","23","-0.1100000000000011","-0.4400000000000011","23.72"
Sharp India Ltd,SHARP,"Home Electronics & Appliances","143.9892","58.27","0.17","0","-8.5","5.85","-5.666049953746531","6.03","-14.7","0.5599999999999996","-8.67","-14.7","0.31","0","0","2.04","0","0.26","-2.25","1.56","-4.04","2.25","-2.29","-4.04","0"
Indian Wood Products Co Ltd,IWP,"Wood Products","143.87464728","22.48","3.3","0.05","12.349999999999994",,"0.29","6.79","1.8299999999999936","171.8","9.049999999999994","2.2599999999999936",,"0.1724137931034483",,,"0.43","184.15","2.6299999999999955","0.05","0.3099999999999956","42.74","1.9599999999999955","0.5499999999999956","45.37"
Smruthi Organics Ltd,SMRUTHIORG,"Pharmaceuticals","143.36478225","125","4.57","2","9.89999999999999","15.82","3.6256289155700143","0.82","4.14999999999999","5.460000000000015","5.329999999999989","4.509999999999989","9.43","0.5516284337349411","95.89","4.65","0.3599999999999999","141.15","2.299999999999997","0.6","0.6899999999999972","34.53","1.0599999999999972","0.8099999999999972","36.83"
Innokaiz India Ltd,INNOKAIZ,,"142.925928","137.9","0.19","0","12.25",,"11.8","0.11","8.860000000000001","210.76","12.06","11.950000000000001",,"0",,,"3.09","223.01","3.240000000000002","2326.2","2.3300000000000023","58.6","3.190000000000002","3.1600000000000024","61.84"
Kotak Sensex 30 ETF,KTKSENSEX,"Equity","142.89995898","71.7",,,,,,,,,,,,,,,,,,,,,,,
Kapston Services Ltd,KAPSTON,"Business Support Services","142.82837888","141.95","4.3","0","15.710000000000036",,"5","9.06","5.070000000000036","385.33","11.410000000000036","2.350000000000035",,"0",,,"-2.72","401.04","4.299999999999997","0.89","0.9099999999999974","103","3.2899999999999974","0.7899999999999974","107.3"
Polson Ltd,POLSON,"Commodity Chemicals","142.8","11700.05","5.51","0","17.710000000000008",,"402.46","5.55","4.830000000000008","69.58","12.200000000000008","6.650000000000008",,"0",,,"1.82","87.29","5.23","141.17","1.7000000000000004","16.25","3.9300000000000006","2.4400000000000004","21.48"
Samkrg Pistons and Rings Ltd,SAMKRG,"Auto Parts","142.691865","148.7","13.25","2.5","35.83000000000001",,"14.95","3.41","14.670000000000012","202.03","22.580000000000013","19.170000000000012",,"0.16722408026755853",,,"4.5","237.86","9.529999999999994","2.55","2.5099999999999945","44.88","5.429999999999994","3.8099999999999943","54.41"
Salona Cotspin Ltd,SALONA,"Textiles","142.584728","265.15","5.47","1.2","35.120000000000005",,"33.39","9.4","17.560000000000006","452.08","29.650000000000006","20.250000000000007",,"0.03593890386343216",,,"2.6900000000000004","487.2","5.090000000000003","5.97","3.1400000000000037","141.98","3.8300000000000036","0.3100000000000036","147.07"
Bilcare Ltd,BI,"Labs & Life Sciences Services","142.071923854","63.35","37.81","0","293.89",,"6.3","60","15.049999999999983","924.85","256.08","196.07999999999998",,"0",,,"181.03","1218.74","245.72","19.63","46.22","219.17","236.42","225.04","464.89"
Archidply Industries Ltd,ARCHIDPLY,"Wood Products","142.03475","72.35","4.01","0","26.319999999999993",,"6.17","5.76","12.249999999999996","397.76","22.309999999999995","16.549999999999997",,"0",,,"4.300000000000001","424.08","6.689999999999998","1.29","2.559999999999998","107.69","5.689999999999998","4.109999999999998","114.38"
Vardhman Polytex Ltd,VARDMNPOLY,"Textiles","141.21321259500002","63.35","12.19","0","67.08000000000004",,"0.67","53.4","1.4900000000000446","651.78","54.89000000000004","1.4900000000000446",,"0",,,"0","718.86","7.689999999999998","-3.54","-7.900000000000002","178.4","4.789999999999997","-7.900000000000002","186.09"
ICICI Prudential Nifty Next 50 ETF,ICICINXT50,"Equity","141.05316456","45.88",,,,,,,,,,,,,,,,,,,,,,,
Remsons Industries Ltd,REMSONSIND,"Auto Parts","140.291481135","243.35","9.14","1.5","27.539999999999964",,"14.65","6.34","8.369999999999964","286.86","18.399999999999963","12.059999999999963",,"0.10238907849829351",,,"3.69","314.4","8.389999999999986","4.47","2.549999999999985","68.68","5.669999999999986","4.189999999999985","77.07"
Odyssey Technologies Ltd,ODYSSEY,"Software Services","139.910397925","84.24","2.76","0","8.41","15.28","2.7724072520337066","0","4.37","0.6900000000000024","5.65","5.65","0.15","0","0","1.45","1.28","25.98","4.130000000000001","1.74","2.7400000000000007","4.35","3.4300000000000006","3.4300000000000006","8.48"
Vipul Organics Ltd,VIPULORG,"Specialty Chemicals","139.585378125","108","6.32","0.9","11.719999999999999",,"1.47","2.67","1.7999999999999985","122.28","5.399999999999999","2.7299999999999986",,"0.6122448979591837",,,"0.9300000000000002","134","3.120000000000001","0.25","0.250000000000001","28.22","1.410000000000001","0.520000000000001","31.34"
Welspun Investments and Commercials Ltd,WELINV,"Diversified Financials","139.08935656","380.6","0","0","7.32",,"15",,"5.48","0.32999999999999996","7.32","7.32",,"0",,,"1.84","7.65","3.3400000000000003","6.86","2.5000000000000004","0.09","3.3400000000000003","3.3400000000000003","3.43"
Universal Autofoundry Ltd,UNIAUTO,"Auto Parts","138.5289375","136.1","6.83","0","25.560000000000002","21.19","9.420224719101128","3.97","10.480000000000004","49.370000000000005","18.730000000000004","14.760000000000003","18.88","0","116.56","5.56","4.28","237.12","5.390000000000001","1.5","1.5400000000000005","55.45","3.6200000000000006","2.3700000000000006","60.84"
Gayatri Projects Ltd,GAYAPROJ,"Construction & Engineering","138.5270269","7.75","76.27","0","-546.4499999999998","130.37","-51.186791189265016","338.08","-958.2099999999997","3456.28","-622.7199999999998","-960.7999999999997","4.48","0","0","61.16","-2.59","3105.84","-202.56","-15.57","-291.56","465.22","-214.89000000000001","-291.56","262.66"
Kohinoor Foods Ltd,KOHINOOR,"Packaged Foods & Meats","138.46216455","36.85","6.71","0","19.840000000000003",,"-1.1","17.99","-4.139999999999996","72.22","13.130000000000003","-4.859999999999996",,"0",,,"-0.72","92.06","2.980000000000002","-0.36","-1.4099999999999977","13.94","1.3100000000000023","-2.1299999999999977","16.92"
ASI Industries Ltd,ASIIL,"Mining - Diversified","138.35506175999998","15.12","5.29","0.2","32.72000000000001",,"1.92","2.68","17.270000000000014","115.52","27.430000000000014","24.750000000000014",,"0.10416666666666667",,,"7.48","148.24","14.130000000000003","1.15","10.400000000000002","33.23","12.820000000000002","12.210000000000003","47.36"
Rajshree Sugars & Chemicals Ltd,RAJSREESUG,"Sugar","138.34115505","45.4","24.21","0","59.129999999999995",,"-2.71","14.19","-8.970000000000002","714.82","34.919999999999995","20.729999999999997",,"0",,,"29.7","773.95","61.660000000000025","7.06","23.400000000000023","157.95","55.760000000000026","53.10000000000002","219.61"
Suraj Industries Ltd,SURJIND,"Packaged Foods & Meats","138.24796414000002","111","1.26","0","11.530000000000001",,"6.4","0.7","7.410000000000002","59.34","10.270000000000001","9.570000000000002",,"0",,,"2.16","70.87","4.350000000000001","2.36","2.880000000000001","26.09","3.820000000000001","3.600000000000001","30.44"
Diligent Industries Ltd,DILIGENT,,"138.14688","11.99","1.4","0","6.299999999999997",,"0.94","2.15","2.169999999999997","118.78","4.899999999999997","2.749999999999997",,"0",,,"0.5800000000000001","125.08","2.1000000000000014","0.24","0.5400000000000014","27.82","1.7800000000000014","0.9200000000000014","29.92"
3rd Rock Multimedia Ltd,3RDROCK,"Hotels, Resorts & Cruise Lines","137.84535","61.2","0.2","0","-12.48","0.07","-5.625173428048172","0","-12.67","8.98","-12.68","-12.68","0","0","3.45","0.05","-0.01","0.07",,,,,,,
Samrat Pharmachem Ltd,SAMRATPH,"Commodity Chemicals","137.0745405","448","0.64","1","24.399999999999977",,"53.83","1.23","16.629999999999974","286.72","23.759999999999977","22.529999999999976",,"0.01857700167193015",,,"5.9","311.12","-0.46000000000000796","-2.41","-0.740000000000008","69.67","-0.620000000000008","-0.790000000000008","69.21"
Tamboli Capital Ltd,TAMBOLI,"Industrial Machinery","137.0448","136","4.35","1","19.33",,"10.64",,"10.569999999999999","66.2","14.979999999999999","14.979999999999999",,"0.09398496240601503",,,"4.41","85.53","2.66","0.98","0.9800000000000002","12.35","1.5200000000000002","1.5200000000000002","15.01"
Tarmat Ltd,TARMAT,"Construction & Engineering","136.62437455","65.15","1.04","0","8.700000000000017",,"3.57","0.38","7.410000000000017","141.64","7.660000000000017","7.280000000000017",,"0",,,"-0.13","150.34","0.4099999999999966","0.13","0.2599999999999966","41.74","0.11999999999999661","0.029999999999996613","42.15"
Nitco Ltd,NITCO,"Building Products - Ceramics","136.5320145","18.85","29.26","0","-48.629999999999995",,"-21.05","73.35","-151.25","436.87","-77.89","-151.24",,"0",,,"0.01","388.24","-16.239999999999995","-5.86","-42.12999999999999","122.82","-23.309999999999995","-42.11999999999999","106.58"
Art Nirman Ltd,ARTNIRMAN,"Real Estate","136.50932","57.35","0.71","0","0.9899999999999984",,"0.04","0.21","0.09999999999999848","18.75","0.2799999999999985","0.06999999999999848",,"0",,,"-0.03","19.74","0.7399999999999984","0.16","0.38999999999999846","10.96","0.5599999999999985","0.3599999999999985","11.7"
Xelpmoc Design and Tech Ltd,XELPMOC,"IT Services & Consulting","136.494440135","93.95","1.7","0","-14.489999999999998",,"-11.05","0.25","-15.729999999999997","30.9","-16.189999999999998","-16.439999999999998",,"0",,,"-0.71","16.41","-2.6300000000000003","-2.24","-3.3000000000000007","6.49","-3.1400000000000006","-3.2200000000000006","3.86"
Umang Dairies Ltd,UMANGDAIRY,"FMCG - Foods","136.199808","70.35","5.12","0","5.519999999999982",,"-1.48","4.87","-3.2500000000000187","289.32","0.3999999999999817","-4.470000000000018",,"0",,,"-1.22","294.84","1.5900000000000034","-0.35","-0.7799999999999967","101.25","0.38000000000000345","-0.9899999999999967","102.84"
Himalaya Food International Ltd,HFIL,"Packaged Foods & Meats","136.0012774","23.38","6.81","0","-17.569999999999993",,"-4.18","0.33","-24.19999999999999","115.08","-24.379999999999992","-24.70999999999999",,"0",,,"-0.51","97.51","-29.960000000000008","-5.4","-31.280000000000005","72.9","-31.730000000000008","-31.790000000000006","42.94"
Bemco Hydraulics Ltd,BEMHY,"Industrial Machinery","135.6300675","607.25","0.85","0","7.280000000000005","11.48","17.743631956829947","1.81","3.8800000000000043","11.340000000000003","6.430000000000005","4.6200000000000045","0.43","0","14.51","3.86","0.74","48.900000000000006","3.130000000000001","8.26","1.8200000000000012","14.22","2.940000000000001","2.450000000000001","17.35"
JHS Svendgaard Laboratories Ltd,JHS,"FMCG - Personal Products","135.284053875","22","7.46","0","-13.340000000000003",,"-2.34","1.04","-15.470000000000002","123.94","-20.800000000000004","-21.840000000000003",,"0",,,"-6.370000000000001","110.6","-13.670000000000002","-1.52","-9.88","46.88","-15.980000000000002","-16.37","33.21"
Bhagyanagar Properties Ltd,BHAGYAPROP,"Real Estate","134.858925","42.15","0.19","0","5.8","0.89","1.178309110798562","1.62","3.769999999999999","1.8300000000000003","5.609999999999999","3.9899999999999993","0","0","0","1.47","0.22","9.99","1.42","0.19","1.22","1.04","1.3699999999999999","0.96","2.46"
Reliance Chemotex Industries Ltd,RELCHEMQ,"Textiles","134.539446105","179.15","9.76","2.5","40.400000000000034",,"16.46","13.93","12.420000000000037","330.64","30.640000000000036","16.710000000000036",,"0.15188335358444713",,,"4.29","371.04","10.290000000000006","3.67","2.7700000000000067","70.85","7.660000000000006","2.7700000000000067","81.14"
Shigan Quantum Technologies Ltd,SHIGAN,"Auto Parts","134.448369","83.65","2","0","10.320000000000022",,"2.13","3.25","3.6700000000000212","153.73","8.320000000000022","5.070000000000022",,"0",,,"1.4000000000000001","164.05",,,,,,,
Signet Industries Ltd,SIGIND,"Plastic Products","134.085535","45","9.07","0.5","72.27999999999997",,"4.31","44.07","13.059999999999972","948.21","63.20999999999997","19.139999999999972",,"0.1160092807424594",,,"6.08","1020.49","21.579999999999984","1.41","4.509999999999984","292.1","19.259999999999984","7.259999999999984","313.68"
Sharat Industries Ltd,SHINDL,"Packaged Foods & Meats","133.91","57.39","4.24","0","21.920000000000016",,"2.69","8.59","6.540000000000013","314.09","17.680000000000014","9.090000000000014",,"0",,,"2.5500000000000003","336.01","4.079999999999998","0.09","0.3299999999999982","58.88","2.9499999999999984","0.4799999999999982","62.96"
Aarnav Fashions Ltd,AARNAV,"Investment Banking & Brokerage","133.13615545599998","31.64","7.63","0","20.00999999999999",,"0.09","11.44","0.37999999999999234","377.22","12.379999999999992","0.9399999999999924",,"0",,,"0.56","397.23","-1.7900000000000063","-1.29","-5.420000000000006","113.86","-3.9500000000000064","-6.830000000000006","112.07"
SAL Steel Ltd,SALSTEEL,"Iron & Steel","132.9728855","15.5","9.54","0","22.879999999999995",,"0.42","7.82","3.539999999999996","487.25","13.339999999999996","5.519999999999996",,"0",,,"1.98","510.13","5.790000000000006","-0.01","-0.11999999999999367","106.52","3.400000000000006","0.1000000000000063","112.31"
Vaishali Pharma Ltd,VAISHALI,"Pharmaceuticals","132.77054889000001","123.15","0.5","0","11.36",,"6.26","2.01","6.609999999999999","60.53","10.86","8.85",,"0",,,"2.24","71.89","1.3099999999999987","0.41","0.4399999999999988","25.46","1.1599999999999988","0.6199999999999988","26.77"
Ultracab (India) Ltd,ULTRACAB,"Cables","131.9693175","12.83","0.78","0","12.439999999999998",,"1.06","3.89","5.819999999999998","95.23","11.659999999999998","7.769999999999998",,"0",,,"1.95","107.67","3.4399999999999977","0.18","1.7299999999999982","21.55","3.2299999999999978","2.089999999999998","24.99"
Nila Spaces Ltd,NILASPACES,"Real Estate","131.952882","3.5","0.11","0","-5.5",,"-0.1","0","-4.0600000000000005","8.93","-5.61","-5.61",,"0",,,"-1.55","3.43","-3.8","-0.07","-2.7699999999999996","4.13","-3.8299999999999996","-3.8299999999999996","0.33"
Evexia Lifecare Ltd,EVEXIA,,"131.55779934","2.01","0.39","0","2.460000000000008",,"0.01","0.54","0.6700000000000077","68.97","2.070000000000008","1.5300000000000078",,"0",,,"0.8600000000000001","71.43","0.029999999999997584","-0.01","-0.8300000000000024","24.92","-0.07000000000000242","-0.5900000000000024","24.95"
Ansal Properties and Infrastructure Ltd,ANSALAPI,"Real Estate","131.43307145999998","8.25","24.67","0","16.030000000000086","16.47","-5.199965978182271","106.53","-81.84999999999991","580.3799999999999","-8.639999999999915","-115.16999999999992","41.83","0","0","152.71","-33.32","807.4200000000001","-89.89","-6.71","-105.58","185.47","-98.99","-103.07","95.58"
Oxygenta Pharmaceutical Ltd,OXYGENTAPH,,"131.4227375","39.9","2.05","0","-7.830000000000002",,"-6.36","1.49","-11.570000000000002","38.84","-9.880000000000003","-11.370000000000003",,"0",,,"0.2","31.01","-2.3000000000000007","-3.02","-4.290000000000001","10.49","-3.150000000000001","-4.090000000000001","8.19"
AiroLam Ltd,AIROLAM,"Building Products - Laminates","131.34251","88.25","3.32","0","17.289999999999992",,"4.93","4.19","7.399999999999991","182.87","13.969999999999992","9.77999999999999",,"0",,,"2.38","200.16","5.32","1.64","2.45","46.66","4.48","3.0700000000000003","51.98"
Jainam Ferro Alloys (I) Ltd,JAINAM,"Metals - Diversified","130.906074","121.65","0.79","0","33.33000000000001",,"22.01","1.15","23.240000000000016","225.27","32.54000000000001","31.390000000000015",,"0",,,"8.15","258.6",,,,,,,
TechNVision Ventures Ltd,TECHNVISN,"Software Services","130.83375","208.5","0.95","0","1.6999999999999886",,"0.35","0.02","0.22999999999998866","149.55","0.7499999999999887","0.7299999999999887",,"0",,,"0.5","151.25","3.3999999999999986","4.79","3.0099999999999985","38.38","3.1799999999999984","3.1799999999999984","41.78"
Arvee Laboratories (India) Ltd,ARVEE,"Specialty Chemicals","130.7523","118","2.08","0","8.630000000000003",,"3.74","0.39","4.110000000000003","54.07","6.5500000000000025","6.160000000000003",,"0",,,"2.05","62.7","1.2199999999999989","0.01","-1.1102230246251565e-15","11.4","0.7399999999999989","0.6699999999999988","12.62"
Cosmic CRF Ltd,COSMICCRF,,"130.72197","187.3","0.86","0","12.139999999999992","2.21","14.154797394280653","2.6","6.409999999999993","-2.999999999999993","11.279999999999992","8.679999999999993","0.5","0","108.13","1.51","2.27","121.49",,,,,,,
Indian Card Clothing Company Ltd,INDIANCARD,"Industrial Machinery","130.6452288","220.55","4.97","25","11.060000000000002",,"6.16","2.14","3.6700000000000026","67.64","6.0900000000000025","3.9500000000000024",,"4.058441558441558",,,"0.28","78.7","2.780000000000001","0.61","0.380000000000001","17.64","1.450000000000001","0.900000000000001","20.42"
KCD Industries India Ltd,KCDGROUP,,"130.551428022","25.5","0","0","1.6800000000000002",,"1.2547534371006726","0","1.6300000000000001","3.07","1.6800000000000002","1.6800000000000002",,"0",,,"0.05","4.75","0.6799999999999997","0.5234554216125507","0.6799999999999997","2.64","0.6799999999999997","0.6799999999999997","3.32"
Atlanta Ltd,ATLANTA,"Construction & Engineering","130.4","15.75","30.89","0","27.8",,"-3.98","6.12","-32.410000000000004","31.98","-3.09","-9.21",,"0",,,"23.200000000000003","59.78","-1.96","-4.42","-36.04","7.94","-12.23","-12.860000000000001","5.98"
Coromandel Engineering Company Ltd,COROENGG,"Construction & Engineering","130.342171356","39","2.23","0","2.5799999999999983","10.2","-1.3630784123945896","4.22","-4.530000000000001","57.63","0.3499999999999983","-3.8700000000000014","0.16","0","50.26","7.71","0.66","128.54","-0.3200000000000003","-0.48","-1.6000000000000003","23.47","-0.7100000000000003","-1.6000000000000003","23.15"
Sadbhav Infrastructure Projects Ltd,SADBHIN,"Roads","130.32332992","3.75","86.5","0","247.50999999999988",,"-10.65","546.56","-375.13000000000005","845.58","161.00999999999988","-385.55000000000007",,"0",,,"-10.419999999999998","1093.09","243.86","9.71","342.05","63.88","219.41000000000003","328.63","307.74"
Fidel Softech Ltd,FIDEL,"IT Services & Consulting","130.2178032","93","0.27","0.7","7.450000000000003",,"4.13","0.03","5.380000000000003","26.79","7.180000000000003","7.150000000000003",,"0.1694915254237288",,,"1.77","34.24","2.130000000000001","1.19","1.550000000000001","7.59","2.040000000000001","2.040000000000001","9.72"
